KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
HINT.WELCOME.NEXT_STEPS,"Click “Tutorial” to be guided through the basics, “Hints only” to skip the tutorial but be provided with info as you play, or “Disable all hints” to stop showing these messages.",,"Klicken Sie auf ""Tutorial"", um durch die Grundlagen geführt zu werden, ""Nur Hinweise"", um das Tutorial zu überspringen, aber während des Spielens mit Informationen versorgt zu werden, oder auf ""Alle Hinweise deaktivieren"", um diese Meldungen nicht mehr anzuzeigen.",TEXTE,"Fai clic su “Tutorial“ per essere guidato attraverso le nozioni di base, “Solo suggerimenti“ per saltare il tutorial ma ricevere informazioni durante il gioco o “Disattiva tutti i suggerimenti“ per interrompere la visualizzazione di questi messaggi.","Haz click en ""Tutorial"" para una gía completa sobre los conceptos básicos, ""Sólo consejos "" para saltarte el tutorial pero recibir información a medida que el juego avance o ""Desabilitar todos los consejos"" para que no se vuelvan a mostrar estos mensajes.",TEXTO,,,"«Выберите « Обучение », чтобы ознакомиться с основами игры, « Только подсказки », чтобы пропустить обучение, но получать информацию во время игры, или « Отключить все подсказки », чтобы перестать показывать эти сообщения».","Temel presip eğitimi için ""Eğitim"" , eğitimi geçmek ve sadece oynarken ipuçlarını görmek için  ""Sadece İpuçlarına"" veya tüm yardımları kapatmak için ""Tüm İpuçlarını Devredışı Bırak"" a tıklayın.","Klik på ""Træning"" for at blive ledt igennem det basale, ""Kun tips"" for at springe over vejledningen men blive vejledt mens du spiller, eller ""Deaktiver alle tips"" for ikke at vise disse beskeder.",,TEXT,,,,「チュートリアル」をクリックすることで、基本的な操作方法を説明します。「ヒントのみ」をクリックすると、チュートリアルをスキップしてプレイに必要な情報を提供します。「ヒントをすべて非表示」をクリックすると、これらのメッセージを表示しなくなります。,点击“教程”熟悉游戏的基础知识，“仅限提示”会跳过教程，但在游戏中会提供各类信息，“禁用所有提示”会不再显示这类信息。,
HINT.WELCOME.PRE_SPAWN,"Start the game by selecting a location on the map with open space near the river, and clicking the '{{GUI.EMBARK.START}}' button.",,"Starten Sie das Spiel, indem Sie einen Ort mit ausreichend Platz auf der Karte auswählen und auf die Schaltfläche '{{GUI.EMBARK.START}}' klicken.",,Avvia il gioco selezionando una posizione sulla mappa con spazio sufficiente e facendo clic sul pulsante '{{GUI.EMBARK.START}}'.,Empieza la partida seleccionando un lugar en el mapa con suficiente espacio y haciendo click en el botón '{{GUI.EMBARK.START}}'.,,,,"«Запустите игру, выбрав на карте место с достаточным пространством и нажав кнопку '{{GUI.EMBARK.START}}'».",,Start spillet ved at vælge et sted på kortet med åbent område nær en flod og klik på '{{GUI.EMBARK.START}}'-knappen.,,,,,,マップ上の十分なスペースのある場所を選び、{{GUI.EMBARK.START}}ボタンをクリックするとゲームが開始されます。,在地图上点击任意地点，然后点击'{{GUI.EMBARK.START}}'即可开始游戏。,

HUMANOID.BROKEN.DESCRIPTION,"{{name}}, {{madness.adjective}} {{race.noun}}",,"{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{race.noun}} {{madness.adjective}} ","{{name}}, {{madness.adjective}} {{race.noun}}",,,"{{name}}, {{madness.прилагательное}} {{race.noun}}","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{madness.adjective}} {{race.noun}}",,"{{name}}, {{madness.adjektiv}} {{race.noun}}",,,,{{name}}、 {{madness.adjective}} {{race.noun}},"{{name}}, {{madness.adjective}} {{race.noun}}",
HUMANOID.DESCRIPTION,"{{name}}, {{race.adjective}} {{skillLevelDescription.adjective}} {{profession.noun}}",,"{{name}}, {{race.adjective}} {{profession.noun}}","{{name}}, {{profession.noun}} {{race.adjective}}","{{name}}, {{profession.noun}} {{race.adjective}}","{{name}}, {{profession.noun}} {{race.adjective}}","{{name}}, {{race.adjective}} {{profession.noun}}","{{name}}, {{profession.noun}} {{race.adjective}}",,"{{name}}, {{race.noun}}-{{profession.noun}}","{{name}}, {{race.adjective}} {{profession.noun}}","{{name}}, {{race.adjective}} {{skillLevelDescription.adjective}} {{profession.noun}}",,"{{name}}, {{race.adjective}} {{profession.noun}}",,,,{{name}}、{{race.adjective}} {{profession.noun}},"{{name}}, {{race.adjective}} {{profession.noun}}",

INGREDIENT.DOUGH,Dough,,Teig,Pâte,Impasto,Masa,Massa,Massa,,Тесто,Hamur,Dej,,- Degen,,,,生地,面团,
INGREDIENT.FLOUR,Flour,,Mehl,Farine,Farina,Harina,Farinha,Farinha,,Мука,Un,Mel,,Mjöl,,,,穀粉,面粉,
INGREDIENT.LOAF,Loaf,,Laib,Miche,Filone,Hogaza,Pão de forma,Fatia,,Качан капусты,Somun,Brød,,- Brödet,,,,一人分,（条）,
INGREDIENT.LOAF.PLURAL,Loaves,,Laibe,Miches,Filoni,Hogazas,Pães de forma,Fatias,,Качаны капусты,Somunlar,Brød,,Bröden,,,,ひとかたまり,（条）,
INGREDIENT.MALT.SACK.NOUN,Malt,,Malz,,Malto,Malta,,,,Солод,Malt,Malt,,,,,,麦芽,麦芽,
INGREDIENT.MALT.SACK.TOOLTIP,This needs to be milled before it can be used further for brewing.,,"Dieser muss gemahlen werden, bevor er zum Brauen verwendet werden kann.",,Questo deve essere macinato prima di poter essere ulteriormente utilizzato per la produzione della birra.,Esto necesita ser molido antes de poder ser utilizado para la fabricación de cerveza.,,,,"Его необходимо измельчить, прежде чем его можно будет использовать в дальнейшем для пивоварения.",Bira yapımında kullanılmadan önce çekilmesi gerekiyor.,"Dette skal først males, før det kan bruges til brygning.",,,,,,ビールを醸造するためには、まずこれを粉砕する必要があります。,需要研磨后才能进行酿制。,
INGREDIENT.MILLED.MALT.SACK.NOUN,Milled malt,,Gemahlenes Malz,,Malto macinato,Malta molida,,,,Измельченный солод,Çekilmiş malt,Malet malt,,,,,,砕いた麦芽,磨碎的麦芽,
INGREDIENT.MILLED.MALT.SACK.TOOLTIP,This is combined with water in a {{FURNITURE.MASH_TUN}} to produce {{LIQUID.WORT}}.,,"Dies wird mit Wasser in einem Maischebottich kombiniert, um Stammwürze zu produzieren.",,Questo è combinato con l'acqua in un {{FURNITURE.MASH_TUN}} per produrre {{LIQUID.WORT}}.,Esto se usa en combinación con agua en una {{FURNITURE.MASH_TUN}} para producir {{LIQUID.WORT}}.,,,,"Он смешивается с водой в {{FURNITURE.MASH_TUN}} для получения {{LIQUID.WORT}} ",Bu {{LIQUID.WORT}} üretmek için {{FURNITURE.MASH_TUN}} içerisinde su ile birleiştirilecek.,Dette bliver kombineret med vand i et {{FURNITURE.MASH_TUN}} for at lave {{LIQUID.WORT}}.,,,,,,{{FURNITURE.MASH_TUN}}で水と混合することで{{LIQUID.WORT}}になります。,与水共同加入{{FURNITURE.MASH_TUN}}后能生产{{LIQUID.WORT}}。,
INGREDIENT.MUSHROOM.SPAWN.NOUN,Mushroom spawn,,Pilzkultur,Champignonnière,Progenie di funghi,Germen de hongos,Cogumelos desovados,,,Грибница,Mantar özü,Svampespore,,Svamp leka,,,,キノコの胞子,菌种,
INGREDIENT.MUSHROOM.SPAWN.PLURAL,Mushroom spawn,,Pilzkulturen,Champignonnière,Progenie di funghi,Gérmenes de hongos,Cogumelos desovados,,,Грибница,Mantar özü,Svampesporer,,Svamp leka,,,,キノコの胞子,菌种,
INGREDIENT.MUSHROOM.SPAWN.TOOLTIP,"Also known as mycelium, this can be thought of as “seeds” from which to grow mushrooms in a {{ROOMS.MUSHROOM_FARM}}.",,"Auch bekannt als Myzel, die man sich als 'Samen' vorstellen kann, um Pilze in einer Pilzfarm zu züchten.","Également connu sous le nom de mycélium, cela peut être considéré comme des «graines» à partir desquelles on peut cultiver des champignons dans une {{ROOMS.MUSHROOM_FARM}}.","Conosciuto anche come micelio, questo può essere pensato come «semi» da cui coltivare funghi in un {{ROOMS.MUSHROOM_FARM}.","También conocido como micelio, esto se puede considerar como ""semillas"" de las cuales cultivar hongos en una {{ROOMS.MUSHROOM_FARM}}.","Também conhecido como micélio, isso pode ser pensado como “sementes” para cultivar cogumelos em um {{ROOMS.MUSHROOM_FARM}}.",,,"Также известный как мицелий, это можно рассматривать как «семена», из которых выращивать грибы в {{ROOMS.MUSHROOM_FARM}}.","Ayrıca miselyum olarakda bilinen mantar özü, mantarın {{ROOMS.MUSHROOM_FARM}} da büyüttüğümüz tohumu olarak da düşünülebilir.","Også kendt som mycelium, kan dette betragtes som frø, med hvilke der kan dyrkes svampe i en {{ROOMS.MUSHROOM_FARM}}.",,"Även känt som mycelium, kan detta ses som ”frön” för att odla svamp i en {{ROOPS.MUSROOM_FARM}}.",,,,菌糸とも呼ばれる、{{ROOMS.MUSHROOM_FARM}}でキノコを育てるための種のようなものです。,也称为菌丝体，可以将它们比作在{{ROOMS.MUSHROOM_FARM}}用来培养蘑菇的“种子”。,
INGREDIENT.SEEDS.NOUN,Seed,,Samen,Graine:,Seme,Semilla,Semente,Semente,,Семя:,Tohum,Frø,,Frö,,,,種,种子,
INGREDIENT.SEEDS.PLURAL,Seeds,,Samen,Graines:,Semi,Semillas,Sementes,Sementes,,Семена:,Tohumlar,Frø,,Frön,,,,種,种子,
INGREDIENT.SEEDS.TOOLTIP,Seeds of the right type are required for planting in a {{ROOMS.FARM}}. They also need to be available in a {{STOCKPILE.GRANARY}} stockpile.,,Für die Auspflanzung in einer Farm ist Saatgut der richtigen Art erforderlich. Es muss auch in einem Getreidespeicher verfügbar sein.,Les graines du bon type sont nécessaires pour la plantation dans un {{ROOMS.FARM}}. Ils doivent également être disponibles dans le grenier {{STOCKPILE.GRANARY}}.,I semi del tipo giusto sono necessari per piantare in un {{ROOMS.FARM}}. Devono inoltre essere disponibili in una riserva {{STOCKPILE.GRANARY}}.,Las semillas del tipo correcto son necesarias para plantar en un {{ROOMS.FARM}}. También deben estar disponibles en una reserva de {{STORINE.GRANARY}}.,Sementes do tipo certo são necessárias para plantar em {{ROOMS.FARM}}. Eles também precisam estar disponíveis em um estoque {{STOCKPILE.GRANARY}}.,,,Семена нужного типа необходимы для посадки в {{ROOMS.FARM}}. Они также должны быть доступны в запасе {{STOCKPILE.GRANARY}}.,Uygun tohumların {{ROOMS.FARM}} a dikilmesi ve ayrıca {{STOCKPILE.GRANARY}} da mevcut olmaları gereklidir.,Frø af den rigtige type er påkrævet til plantning i en {{ROOMS.FARM}}. De skal også være tilgængelige i et {{STOCKPILE.GRANARY}} lager.,,Frön av rätt typ krävs för plantering i {{ROOMS.FARM}}. De måste också finnas tillgängliga i en {{STOCKPILE.GRANARY}} -lagerlucka.,,,,{{ROOMS.FARM}}に作物を植えるためには、その植物の種が必要です。また{{STOCKPILE.GRANARY}}の備蓄としても必要になります。,类型合适的种子可以在{{ROOMS.FARM}}种植。另外还需要它们能通过{{STOCKPILE.GRANARY}}获得。,
INGREDIENT.VEGETABLE.CRATE.NOUN,Vegetable (crate),,Gemüse (Kiste),,Verdura (cassa),Vegetales (caja),,,,"Овощи (ящик) ",,Grøntsag (kasse),,,,,,野菜(箱入り),蔬菜（箱）,
INGREDIENT.VEGETABLE.CRATE.PLURAL,Vegetables (crate),,Gemüse (Kiste),,Verdure (cassa),Vegetales (cajas),,,,Овощи (ящики),,Grøntsager (kasse),,,,,,野菜(箱入り),蔬菜（箱）,
INGREDIENT.VEGETABLE.SACK.NOUN,Vegetable (sack),,Gemüse (Sack),Sac:,Vegetale (sacco),Vegetales (saco),Saco,Saca,,Овощи (мешок),Çuval,Grøntsag (sæk),,Säck,,,,野菜(袋入り),蔬菜（袋）,
INGREDIENT.VEGETABLE.SACK.PLURAL,Vegetables (sack),,Gemüse (Sack),,Verdure (sacco),Vegetales (sacos),,,,Овощи (мешки),,Grøntsager (sæk),,,,,,野菜(袋入り),蔬菜（袋）,

INVENTORY.CONTAINS.LABEL,Inventory:,,Inventar:,Inventaire:,Inventario:,Inventario:,Inventário:,Inventário:,,Инвентарь:,Envanter:,Beholdning:,,Inventering:,,,,インベントリ:,背包：,

ITEM.AVAILABILITY.DESCRIPTION,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} available,,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} vorhanden,,,,,,,,,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} tilgængelig(e),,,,,,,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}}可用,
ITEM.DESCRIPTION,{{quantity_if_multiple}} {{quality.adjective}} {{materialType.adjective}} {{itemType.noun_or_plural}},,{{quantity_if_multiple}} {{itemType.noun_or_plural}} aus {{materialType}},{{quantity_if_multiple}}{{itemType.noun_or_plural}} {{materialType.adjective}},{{quantity_if_multiple}}{{itemType.noun_or_plural}} {{materialType.adjective}},{{quantity_if_multiple}}{{itemType.noun_or_plural}} {{materialType.adjective}},{{quantity_if_multiple}}{{materialType.adjective}} {{itemType.noun_or_plural}},{{quantity_if_multiple}}{{itemType.noun_or_plural}} {{materialType.adjective}},,{{quantity_if_multiple}}{{itemType.noun_or_plural}} {{materialType.adjective}},"{{quantity_if_multiple}} {{materialType}} {{itemType.noun_or_plural}} ",{{quantity_if_multiple}} {{quality.adjective}} {{materialType.adjective}} {{itemType.noun_or_plural}},,{{quantity_if_multiple}}{{materialType.adjective}} {{itemType.noun_or_plural}},,,,{{quantity_if_multiple}} {{materialType.adjective}} {{itemType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.adjective}} {{itemType.noun_or_plural}},
ITEM.INGREDIENT.DESCRIPTION,{{quantity_if_multiple}} {{materialType.noun_or_plural}},,{{quantity_if_multiple}} {{materialType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.noun_or_plural}},,{{quantity_if_multiple}}{{materialType.noun_or_plural}},{{quantity_if_multiple}} {{materialType.noun_or_plural}},{{quantity_if_multiple}} {{materialType.noun_or_plural}},,{{quantity_if_multiple}} {{MaterialType.noun_or_plural}},,,,{{quantity_if_multiple}} {{materialType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.noun_or_plural}},
ITEM.NONE_SELECTED,None selected,,Keine ausgewählt,,,,,,,,,Intet valgt,,,,,,,未选择,
ITEM.QUALITY.PREFIX.AWFUL.ADJECTIVE,Awful,,Schrecklich,,,,,,,,,Forfærdelig,,,,,,,劣质,
