KEY,NOTES,ENGLISH,SPANISH
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,Artesano
PROFESSION.ARTISAN.PLURAL,,Artisans,Artesanos
PROFESSION.ARTISAN.VERB,,Fabricating,Fabricando
PROFESSION.BAKER.VERB,,Baking,Horneando
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Herrera
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Herrero
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,Herreros
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,Crea artículos usando metal y también produce metal a partir de mineral.
PROFESSION.BLACKSMITH.VERB,,Forging,Forjando
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,Cervecera
PROFESSION.BREWER.MALE_NOUN,,Brewer,Cervecero
PROFESSION.BREWER.PLURAL,,Brewers,Cerveceros
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,Produce cerveza en una {{ROOMS.BREWERY}}.
PROFESSION.BREWER.VERB,,Brewing,Produciendo cerveza
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Carpintera
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Carpintero
PROFESSION.CARPENTER.PLURAL,,Carpenters,Carpinteros
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Crea muebles y objetos de madera.
PROFESSION.CARPENTER.VERB,,Crafting,Fabricando
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Cocinera
PROFESSION.CHEF.MALE_NOUN,,Chef,Cocinero
PROFESSION.CHEF.PLURAL,,Chefs,Cocineros
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,Prepara toda la comida para ser consumida por tus colonos.
PROFESSION.CHEF.VERB,,Cooking,Cocinando
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},{{profession.noun}} {{skillLevelDescription.adjective}}
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Granjera
PROFESSION.FARMER.MALE_NOUN,,Farmer,Granjero
PROFESSION.FARMER.PLURAL,,Farmers,Granjeros
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Planta, cuida y cosecha cultivos."
PROFESSION.FARMER.VERB,,Farming,Cosechando
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Pescadora
PROFESSION.FISHER.MALE_NOUN,,Fisher,Pescador
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Captura peces de las masas de agua para su uso como alimento y recursos.
PROFESSION.FISHER.VERB,,Fishing,Pescando
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Cazadora
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Cazador
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Rastrea y mata animales salvajes por su carne y pieles.
PROFESSION.HUNTER.VERB,,Hunting,Cazando
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,Curtidora
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,Curtidor
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,Curtidores
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,Trata las pieles de criaturas para producir objetos de cuero
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,Trabajando el cuero
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Alcaldesa
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Alcalde
PROFESSION.MAYOR.VERB,,Governing,Gobernando
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Comerciante
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Comerciante
PROFESSION.MERCHANT.VERB,,Trading,Comerciando
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Moliendo
PROFESSION.MINER.FEMALE_NOUN,,Miner,Minera
PROFESSION.MINER.MALE_NOUN,,Miner,Minero
PROFESSION.MINER.PLURAL,,Miners,Mineros
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,Excava nuevas áreas usando un {{TOOL.PICKAXE}}.
PROFESSION.MINER.VERB,,Mining,Excavando
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Aristócrata
PROFESSION.NOBLE.MALE_NOUN,,Noble,Aristócrata
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","Los Aristócratas no realizan trabajos de la misma manera que los colonos comunes, sino que traen fama y prestigio a su asentamiento."
PROFESSION.NOBLE.VERB,,Reigning,Reinando
PROFESSION.PIRATE.FEMALE_NOUN,,Pirate,
PROFESSION.PIRATE.MALE_NOUN,,Pirate,
PROFESSION.PIRATE.VERB,,Pilfering,
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Herrera rúnica
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Herrero rúnico
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Encanta armas, armaduras y objetos con runas mágicas para potenciar sus habilidades."
PROFESSION.RUNESMITH.VERB,,Enchanting,Encantando
PROFESSION.SKILL_LEVEL.1,,Neophyte,Neófito
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,Un completo principiante con poca o ninguna experiencia.
PROFESSION.SKILL_LEVEL.2,,Novice,Novicio
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,Solo conocen los fundamentos básicos de la profesión.
PROFESSION.SKILL_LEVEL.3,,Apprentice,Aprendiz
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.","Aunque van ganando habilidad, todavía hay mucha experiencia por ganar."
PROFESSION.SKILL_LEVEL.4,,Journeyman,Peón
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.","Ya no es un aprendiz, tienen un nivel de habilidad razonable dentro de su profesión."
PROFESSION.SKILL_LEVEL.5,,Adept,Adepto
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,"Tienen un buen nivel de habilidad, pero todavía pueden alcanzar cotas más altas."
PROFESSION.SKILL_LEVEL.6,,Skilled,Veterano
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.","Muy habilidoso en su profesión, ya son mucho más que competentes."
PROFESSION.SKILL_LEVEL.7,,Expert,Experto
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,Hay poco que el experto no conozca de su campo de trabajo.
PROFESSION.SKILL_LEVEL.8,,Master,Maestro
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.","Más incluso que un experto, son autenticos maestros de su oficio."
PROFESSION.SKILL_LEVEL.9,,Grandmaster,Gran Maestro
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,No hay nadie más habilidoso en su oficio que un Gran Maestro
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Cantera
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Cantero
PROFESSION.STONEMASON.PLURAL,,Stonemasons,Canteros
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Crea muebles y artículos de piedra.
PROFESSION.STONEMASON.VERB,,Sculpting,Esculpiendo
PROFESSION.VILLAGER.FEMALE_NOUN,,Hauler,Aldeana
PROFESSION.VILLAGER.MALE_NOUN,,Hauler,Aldeano
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,Este colono no tiene ninguna profesión específica y cumplirá tareas mundanas como transportar objetos.
PROFESSION.VILLAGER.VERB,,Working,Trabajando
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,Tejedora
PROFESSION.WEAVER.MALE_NOUN,,Weaver,Tejedor
PROFESSION.WEAVER.PLURAL,,Weavers,Tejedores
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,Procesan materiales en telas y otros tejidos.
PROFESSION.WEAVER.VERB,,Weaving,Tejiendo
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Leñadora
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Leñador
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,Leñadores
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,Corta árboles para obtener madera que se puede utilizar en un {{ROOMS.SAWMILL}}.
PROFESSION.WOODCUTTER.VERB,,Chopping,Talando

QUOTA.FIXED_AMOUNT,,in total,en total
QUOTA.PER_SETTLER,,per settler,por colono

RACE.BOAR.NOUN,,Wild boar,Jabalí salvaje
RACE.CARP.NOUN,,Carp,Carpa
RACE.DEER.FEMALE_NOUN,,Doe,Cierva
RACE.DEER.MALE_NOUN,,Stag,Ciervo
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,Un ciervo es un herbívoro que no supone ninguna amenaza y que huirá a la menor señal de peligro.
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,Enana
RACE.DWARF.FEMALE_NOUN,,Dwarf,Enana
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Enanas
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,Enano
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Enano
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Enanos
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,Los enanos son humanoides cortos y gruesos. Son maestros en trabajar con piedra y metal. La mayoría de los enanos desconfían del cielo y prefieren permanecer bajo tierra.
RACE.ELEPHANT.NOUN,,Elephant,Elefante
RACE.FOX.FEMALE_NOUN,,Vixen,Zorra
RACE.FOX.MALE_NOUN,,Fox,Zorro
RACE.FUNGOLEM,,Fungolem,Setolem
RACE.HORSE.NOUN,,Horse,Caballo
RACE.ORC.MALE_ADJECTIVE,,Orcish,Orco
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,Orco
RACE.PERCH.NOUN,,Perch,Perca
RACE.PIKE.NOUN,,Pike,Lucio
RACE.SPIDER,,Spider,Araña
RACE.UNDEAD_DWARF,,Undead dwarf,Enano no-muerto
RACE.WURM,,Wurm,Vermón

RESOURCE.BONE.LARGE.NOUN,,Large Bone,Hueso Grande
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,Huesos Grandes
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,Hueso Mediano
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,Huesos Medianos
RESOURCE.BONE.SMALL.NOUN,,Small Bone,Hueso Pequeño
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,Huesos Pequeños
RESOURCE.FLOUR.SACK.NOUN,,Flour,Harina
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Harina
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,Grano que ha sido molido en un polvo fino listo para ser utilizado como ingrediente en la producción de alimentos.
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Gema en bruto
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Gemas en bruto
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,Un trozo de roca que contiene gemas listas para ser talladas y pulidas.
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),Grano (saco)
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),Grano (sacos)
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,Manojo de cáñamo
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,Manojos de cáñamo
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,Manojo de fibra de cáñamo
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,Manojos de fibra de cáñamo
RESOURCE.LOGS.NOUN,,Log,Tronco
RESOURCE.LOGS.PLURAL,,Logs,Troncos
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.","Secciones de un árbol que se utilizan generalmente para crear {{RESOURCE.PLANKS.PLURAL}}, pero que también tienen otros usos."
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Metal copelado
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Metales copelados
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,Un trozo de metal mezclado con escoria que debe ser martillado en una forma utilizable.
RESOURCE.METAL.INGOT.NOUN,,Ingot,Lingote
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Lingotes
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Bloques de metal refinado, listos para ser utilizados como ingrediente artesanal."
RESOURCE.METAL.PLATE.NOUN,,Plate,Plancha
RESOURCE.METAL.PLATE.PLURAL,,Plates,Planchas
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.",Placas grandes y planas que se utilizan en algunas de las máquinas más grandes.
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Tronco de setas
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Troncos de setas
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,Un tronco que se ha infundido con {{IngreDIENT.MUSHROOM.SPAWN.NOUN}}. El cuerpo del tronco en sí es de donde los hongos extraen nutrientes. Es necesario sumergirlo en un {{Furniture.MUSHROOM_SHOCK_TANK}} después de ser inoculado.
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Tallo de seta
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Tallos de setas
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,Secciones de un hongo gigante que se pueden utilizar de la misma manera que las {{RESOURCE.LOGS.PLURAL}} de madera.
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Mineral triturado
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Mineral triturado
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","Una arena metálica creada por la descomposición del mineral de metal crudo, lista para su uso en una {{Furniture.BLOOMERY_FURNACE}}."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Mineral en bruto
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Minerales en bruto
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,Piedra que contiene minerales metálicos que pueden transformarse en metal utilizable.
RESOURCE.PLANKS.NOUN,,Plank,Tablón
RESOURCE.PLANKS.PLURAL,,Planks,Tablones
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,Secciones de madera de tamaño fijo para que se puedan utilizar fácilmente en construcciones y manualidades.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Tronco de setas
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Troncos de setas
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,Este tronco infundido con hongos ha sido 'chocado' en el agua para alentar el desarrollo de setas y debería producir una cosecha pronto.
RESOURCE.STONE.BLOCK.NOUN,,Block,Bloque
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Bloques
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,Piedra que ha sido moldeada en un cubo para que se pueda utilizar fácilmente en la construcción o la artesanía.
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Peñasco
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Peñascos
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,Una enorme pieza de piedra que debe ser cincelada en una forma más útil por un {{PROFESSION.STONEMASON}}.
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),Trigo (saco)
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),Trigo (sacos)
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,Los sacos de trigo se cosechan de los huertos sembrados con semillas de trigo.

ROOMS.ARMOURY,,Armoury,Armería
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,Aquí se crean armas y armaduras
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,Taller de artesanía
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,Aqui se producen artilugios complejos
ROOMS.BAKERY,,Bakery,Panadería
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,Donde se produce la masa y se hornea el pan.
ROOMS.BARRACKS,,Barracks,Barracones
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,Un lugar donde los militares duermen y se entrenan.
ROOMS.BEDROOM,,Bedroom,Dormitorio
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,Un lugar para que sus colonos duerman.
ROOMS.BREWERY,,Brewery,Cervecería
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,¡Aquí se produce cerveza para que tus colonos la disfruten!
ROOMS.BRIDGE,,Bridge,Puente
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,Situado a través del río para permitir el acceso al otro lado.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Taller de carpintería
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,Este taller produce la mayoría de herramientas y artículos de madera.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allocated}} de {{total}} espacios actualmente en uso
ROOMS.FARM,,Farm plot,Huerto
ROOMS.FARM.PLURAL,,Farm plots,Huertos
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,Crece cultivos usando {{Ingredient.SEEDS.PLURAL}}. Debe colocarse en la {{MATERIAL_TYPE.EARTH.NOUN}}.
ROOMS.FEASTING_HALL,,Feasting hall,Salón de banquetes
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!","¡Un lugar para que los colonos se reúnan para comer, beber y celebrar!"
ROOMS.FUEL_REFINERY,,Fuel refinery,Refinería de combustible
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,Produce combustible a partir de {{RESOURCE.LOGS.PLURAL}} o {{ORE.BITUMINOUS_COAL.NOUN}}.
ROOMS.GRAVEYARD,,Graveyard,Cementerio
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Los colonos fallecidos descansan aquí.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},{{roomName}} #{{number}}
ROOMS.KITCHEN,,Kitchen,Cocina
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,La mayoría de los alimentos se preparan aquí antes de ser servidos en un {{ROOMS.FEASTING_HALL}}.
ROOMS.LEATHER_WORKSHOP,,Leatherworks,Taller de cueros
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,Produce objetos a partir de pieles de animales
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Taller de cantería
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Este taller produce la mayoría de los artículos hechos de piedra.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Huerto de setas
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Los hongos se pueden cultivar usando {{Ingredient.MUSHROOM.SPAWN.NOUN}} y {{RESOURCE.LOGS.PLURAL}} de madera.
ROOMS.SAWMILL,,Sawmill,Aserradero
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,Aquí se convierten {{RESOURCE.LOGS.PLURAL}} de madera en {{RESOURCE.PLANKS.PLURAL}} de madera.
ROOMS.SMELTERY,,Smeltery,Fundición
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,Aquí se refina el mineral metálico para producir lingotes usables.
