KEY,NOTES,ENGLISH,PORTUGUESE
WOOD.EBONY.NOUN,,Ebony,Ébano
WOOD.FIR.ADJECTIVE,,Fir,De abeto
WOOD.FIR.NOUN,,Fir,Abeto
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Floresta de Fungiwood
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Floresta de Fungiwood
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,Madeira de Ferro
WOOD.IRONWOOD.NOUN,,Ironwood,Madeira de Ferro
WOOD.MAPLE.ADJECTIVE,,Maple,De ácer
WOOD.MAPLE.NOUN,,Maple,Ácer
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,Nutsia
WOOD.NUYTSIA.NOUN,,Nuytsia,Nutsia
WOOD.OAK.ADJECTIVE,,Oaken,De carvalho
WOOD.OAK.NOUN,,Oak,Carvalho
WOOD.PECAN.ADJECTIVE,,Pecan,Pecã
WOOD.PECAN.NOUN,,Pecan,Pecã
WOOD.PINE.ADJECTIVE,,Pine,De pinheiro
WOOD.PINE.NOUN,,Pine,Pinheiro
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Cedro vermelho
WOOD.RED_CEDAR.NOUN,,Red cedar,Cedro vermelho
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,Imperador vermelho
WOOD.RED_EMPEROR.NOUN,,Red emperor,Imperador vermelho
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Rosewood
WOOD.ROSEWOOD.NOUN,,Rosewood,Rosewood
WOOD.SPRUCE.ADJECTIVE,,Spruce,- Abeto
WOOD.SPRUCE.NOUN,,Spruce,- Abeto
WOOD.STAR_PINE.ADJECTIVE,,Star pine,Pinheiro estrela
WOOD.STAR_PINE.NOUN,,Star pine,Pinheiro estrela
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,Sicômoro
WOOD.SYCAMORE.NOUN,,Sycamore,Sicômoro
