KEY,NOTES,ENGLISH,DANISH
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,"Bruges til at udforme sten. Et af de værktøjer, der bruges af en {{PROFESSION.STONEMASON}}."
TOOL.FISHING.ROD.NOUN,,Fishing rod,Fiskestang
TOOL.FISHING.ROD.PLURAL,,Fishing rods,Fiskestænger
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,Bruges til at fange fisk fra en vandmasse. Det primære værktøj for en {{PROFESSION.FISHER}}.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Køkkenkniv
TOOL.KITCHEN.KNIFE.PLURAL,,Kitchen knives,Køkkenknive
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Bruges til at forberede mad, især kød."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Stor hammer
TOOL.LARGE.HAMMER.PLURAL,,Large hammers,Store hamre
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,Bruges til at udforme store genstande af sten og metal. Det primære værktøj af en {{PROFESSION.BLACKSMITH}}.
TOOL.PICKAXE.NOUN,,Pickaxe,Hakke
TOOL.PICKAXE.PLURAL,,Pickaxes,Hakker
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,Bruges til at bryde sten i mindre stykker. Det primære værktøj for en {{PROFESSION.MiNER}}.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Høvl
TOOL.PLANE.PLURAL,A carpenter's plane,Planes,Høvle
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,Bruges til at høvle træmøbler og genstande. Det primære værktøj for en {{PROFESSION.CARPENTER}}.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Kagerulle
TOOL.ROLLING.PIN.PLURAL,,Rolling pins,Kageruller
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,"Bruges til at forberede dej. Et af de værktøjer, der bruges af en {{PROFESSION.CHEF}}."
TOOL.SAW.NOUN,A carpenter's saw,Saw,Sav
TOOL.SAW.PLURAL,A carpenter's saw,Saws,Save
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,Bruges til at skære træ i form. Kræves for at kunne skære tømmer i {{ROOMS.SAWMILL}}.
TOOL.SMALL.HAMMER.NOUN,,Hammer,Hammer
TOOL.SMALL.HAMMER.PLURAL,,Hammers,Hamre
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,Bruges til at udforme små genstande af sten og metal. Det primære værktøj for en {{PROFESSION.BLACKSMITH}}.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Tang
TOOL.TONGS.PLURAL,A blacksmith's tongs,Sets of tongs,Tænger
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,Bruges til at holde ekstremt varme metalgenstande. Anvendes til smeltning af metalmalm.

TREASURE.COIN.NOUN,,Coin,Mønt
TREASURE.COIN.PLURAL,,Coins,Mønter
TREASURE.COIN.TOOLTIP,,Minted coins used as a form of currency for trading.,"Udmøntede mønter bruges, som en form for møntenhed til handel."
TREASURE.GEM.NOUN,,Gem,Ædelsten
TREASURE.GEM.PLURAL,,Gems,Ædelstene
TREASURE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,Ædelstene der er blevet skåret og poleret for at fremme deres skønhed. Mest brugt som udsmykning.

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{materialType.noun}} træ

TUTORIAL.COMPLETED.A,,This covers the basics of playing.,Dette dækker den basale del af træningen.
TUTORIAL.COMPLETED.B,,"You should aim to set up a functioning {{ROOMS.SMITHY}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore, to produce metal items.","Du burde sigte efter at opsætte en fungerende {{ROOMS.SMITHY}} med en {{FURNITURE.FORGE}} tildelt brændstof og forædlet metalmalm, for at producere metalgenstande."
TUTORIAL.COMPLETED.C,,"Also, you should move your settlement underground or at least build a roof overhead to protect your Settlers and iron items from the weather.",Du burde også flytte din bosættelse ned under jorden eller i det mindste bygge et tag for at beskytte dine bosættere og jerngenstande mod vejret.
TUTORIAL.COMPLETED.D,,Good luck!,Held og lykke!
TUTORIAL.CRAFTING.A,,Rooms with furniture that produce items are controlled using Import and Export Pallets.,"Rum med møbler, der producerer genstande, bliver styret med import- og eksport-paller."
TUTORIAL.CRAFTING.B,,Place at least one Import Pallet and Export Pallet in both the Sawmill and Masonry Workshop.,Placér mindst én import- og eksport-palle i både savmøllen og stenhuggerværkstedet.
TUTORIAL.CRAFTING.C,,"Also, place a Products Stockpile which will hold the items that are produced.","Placér også et produktlager, der indeholder alle de ting, der bliver produceret."
TUTORIAL.CRAFTING_SELECTION.A,,Select each Import and Export Pallet and select the item to be imported or exported from the room.,"Vælg hver import- og eksport-palle og vælg de genstande, der skal importeres og eksporteres fra rummet."
TUTORIAL.CRAFTING_SELECTION.B,,"In the Sawmill, import Logs and export Planks.",I savmøllen importér og eksportér planker.
TUTORIAL.CRAFTING_SELECTION.C,,"In the Masonry Workshop, import Rough stone boulders and export Blocks.",I stenhuggerværkstedet importér grove kampesten og eksportér blokke.
TUTORIAL.DISMISS_DIALOG.CONFIRM_TEXT,,Dismiss Tutorial,Afvis træning
TUTORIAL.DISMISS_DIALOG.DESCRIPTION,,Are you sure you want to end the tutorial?,Er du sikker på at du vil afslutte træningen?
TUTORIAL.DISMISS_DIALOG.TITLE,,End Tutorial?,Afslut træningen?
TUTORIAL.FARMING.A,,Click on Rooms and select Farm Plot. They are listed alphabetically.,Klik på {{GUI.ROOMS_LABEL}} og vælg {{ROOMS.FARM}}.
TUTORIAL.FARMING.B,,Drag out 4 separate Farm Plots in a grassy area.,Udvælg 4 forskellige {{ROOMS.FARM}} i et græsområde.
TUTORIAL.FARMING_2.A,,Click on each Farm Plot and select a Crop to be planted.,"Klik på hvert {{ROOMS.FARM}} og vælg en afgrøde, der skal plantes."
TUTORIAL.FARMING_2.A.STEAMDECK,,Press R2 on each Farm Plot and select a Crop to be planted.,"Tryk R2 på hvert {{ROOMS.FARM}} og vælg en afgrøde, der skal plantes."
TUTORIAL.FARMING_2.B,,"Skip Hemp, Barley and Hops for now as these are are used for Textiles and Brewing.","Spring over hamp, byg og humle for nu da disse skal bruges til tekstiler og brygning."
TUTORIAL.FEASTING_HALL.A,,Settlers eat in the Feasting Hall.,Bosættere spiser i festsalen.
TUTORIAL.FEASTING_HALL.B,,The Cauldron furniture for the Feasting Hall is only completed when a Cauldron containing soup is available.,Kedelmøbelet til festsalen bliver først færdiggjort når en kedel med suppe er tilgængelig.
TUTORIAL.FEASTING_HALL.C,,Select Rooms and place a Feasting Hall. Mark a Cauldron to be placed in the Feasting Hall later.,Vælg {{GUI.ROOMS_LABEL}} og placér en {{ROOMS.FEASTING_HALL}} Markér en kedel der senere skal placeres i festsalen.
TUTORIAL.FOOD_COMPLETE.A,,This simple setup will ensure your Settlers have food once the crops are harvested later in the year.,"Denne simple opstilling vil sikre at dine bosættere har mad, så snart afgrøderne er høstet senere på året."
TUTORIAL.FOOD_COMPLETE.B,,You can also fish from the river or hunt animals once you have set up a military to provide more food.,"Du kan også fiske i floden eller jage dyr, når du engang har dannet et militær, for at forsyne mere mad."
TUTORIAL.KITCHEN.A,,Crops are harvested in Autumn and should be stored in a Food Stockpile.,Afgrøder bliver høstet {{SEASON.AUTUMN}} og burde blive lagret i fødevarelageret.
TUTORIAL.KITCHEN.B,,To get the most from your crops it is best to produce soup from vegetables or bake bread from grain.,"For at få det meste ud af dine afgrøder, er det bedst at lave suppe ud af grøntsager eller lave brød ud af korn."
TUTORIAL.KITCHEN.C,,"Select Rooms and place a Kitchen. Unlike Farm Plots, most rooms need furniture to function.","Vælg {{GUI.ROOMS_LABEL}} og placér et {{ROOMS.KITCHEN}}. Ulig bondegårdsarealer skal de fleste rum bruge møbler, før de kan fungere."
TUTORIAL.MAIN_VIEW.A,,The controls in the lower-left corner of the screen are the main way of interacting with the game.,Kontrollerne i nederste venstre hjørne af skærmen er den primære måde at interagere med spillet på.
TUTORIAL.MAIN_VIEW.B,,"You can assign orders, queue rooms and furniture to be created, and also adjust the priority of tasks.","Du kan tildele ordrer, sætte rum og møbler i kø til at blive lavet og også justere prioriteten af opgaver."
TUTORIAL.MAIN_VIEW.C,,You can right-click to go back to a previous menu or clear the current selection.,Du kan højreklikke for at gå tilbage til den tidligere menu eller annullere det nuværende valg.
TUTORIAL.MAIN_VIEW.C.STEAMDECK,,You can press L2 to go back to a previous menu or clear the current selection.,Du kan trykke på L2 for at gå tilbage til den tidligere menu eller annullere det nuværende valg.
TUTORIAL.MANAGEMENT_BUTTONS.DESCRIPTION,,The icons to the left of the time and date are various management and overview screens.,Ikonerne til venstre for tiden og datoen er forskellige styrings- og overbliks-skærme.
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen,Se på resourcestyringsskærmen
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen,Se på bosætterstyringsskærmen
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.,Dette er en lille udgave af kortet.
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location,Klik på den lille udgave af kortet for at gå til en lokation.
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location,Tryk på R2 med markøren på den lille udgave af kortet for at gå til en lokation.
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep.","Bosættere har brug for mad, drikkelse og søvn."
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.,De kan drikke fra floden og sove på jorden for nu.
TUTORIAL.NEEDS.C,,However to eat they must grow crops.,For at spise skal de dyrke afgrøder.
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do.","Hver bosætter kan have tildelt op til 3 erhverv, der afgør hvad jobs de laver."
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.,Du kan vælge en bosætter du vil se og ændre deres erhverv. Dette kan også gøres fra bosætterstyringsmenuen.
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.,"Tildel mindst 3 bosættere landbrugserhvervet. Vær sikker på at nogle også er tildelt hvervet som fragter, da de er ansvarlige for at flytte ting rundt."
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,{{ROOMS.FARM.PLURAL}} med en afgrøde tildelt
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} tildelt
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} af {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{roomName}} felter
TUTORIAL.RESOURCES.A,,Many items are crafted out of Wooden Planks and Stone Blocks. It's important to maintain a steady supply of these.,Mange ting bliver lavet ud af træplanker og stenblokke. Det er vigtigt at opretholde en stabil forsyning af disse.
TUTORIAL.RESOURCES.B,,Select Orders > Mine. Drag a selection over the mountain area to order your Miners to start mining.,Vælg Ordrer > Udgrav og vælg et bjergområde til dine minearbejdere for at starte minedrift.
TUTORIAL.RESOURCES.C,,Also select Orders > Chop. Drag a selection over a forested area to order your Woodcutters to start chopping trees.,Vælg også {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} og vælg et skovområde til dine skovhuggere for at starte med at fælde træer.
TUTORIAL.RESOURCE_COLLECTION.A,,"With all of this in place, your workshops will start producing Wooden Planks and Stone Blocks.","Med alt dette på plads, vil dine værksteder snart producere planker og stenblokke."
TUTORIAL.RESOURCE_COLLECTION.B,,Continue until you have a reasonable supply of Planks and Blocks.,Fortsæt indtil du har en rimelig forsyning af planker og blokke.
TUTORIAL.SAVING.A,,Progress is saved automatically at midnight or when you exit the game.,Fremskridt bliver automatisk gemt ved midnat eller når du går ud af spillet.
TUTORIAL.SAVING.A.STEAMDECK,,Progress is saved automatically at midnight each day.,Fremskridt bliver automatisk gemt ved midnat hver dag.
TUTORIAL.SAVING.B,,You can also press F5 to Quicksave.,Du kan også trykke på F5 for at gemme hurtigt.
TUTORIAL.SAVING.B.STEAMDECK,,The game is also saved when you quit from the main menu.,"Spillet bliver også gemt, når du går ud af spillet fra hovedmenuen."
TUTORIAL.SAVING.C,,Press F5 to Quicksave now,Tryk på F5 for at gemme nu
TUTORIAL.SHOW_LABEL,,Show Tutorial,Vis træning
TUTORIAL.START.CAMERA_CONTROLS_1,,Press the WASD keys to move the camera around,Tryk på WASD-tasterne for at flytte kameraet rundt
TUTORIAL.START.CAMERA_CONTROLS_1.STEAMDECK,,Use the Left Stick or D-Pad to move the camera around,Brug det venstre joystick eller D-pad for at flytte kameraet rundt
TUTORIAL.START.CAMERA_CONTROLS_2,,Press Q & E or scroll the mouse wheel to zoom,Tryk på Q & E eller rul på musehjulet for at zoome
TUTORIAL.START.CAMERA_CONTROLS_2.STEAMDECK,,Press L1 and R1 to zoom in and out,Tryk på L1 eller R1 for at zoome ind og ud
TUTORIAL.START.INTRO_1,,Welcome to Mountaincore! This is an Early Access release with gameplay and features still in development.,"Velkommen til Mountaincore! Dette er en ""Early Access""-udgave, hvor gameplay og funktioner stadig er under udvikling."
TUTORIAL.START.INTRO_2,,"Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!",Din uforfærdede gruppe af dværgbosættere har valgt dette område som fundament til deres kongedømmes nye koloni.
TUTORIAL.STOCKPILES.A,,It is a good idea to place Stockpiles for your Settlers to place and share items.,Det er en god idé at placere lagre som dine bosættere kan bruge til at placere og dele genstande.
TUTORIAL.STOCKPILES.B,,"Select Rooms and then select Stockpile, then Tools. Drag out a Tools Stockpile in a central location.",Vælg {{GUI.ROOMS_LABEL}} > {{ROOMS.STOCKPILE}} og derefter {{STOCKPILE.GROUP.TOOLS}}. Vælg så en central lokation til værktøjslageret.
TUTORIAL.TIME_AND_DATE.DESCRIPTION,,"You can view the current time, date, weather and control the game's speed here.","Du kan se den nuværende tid, dato og det nuværende vejr og styre spillets hastighed her."
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP,,"Click the icons or press buttons 2, 3 and 4 for increasingly faster speeds","Klik på ikonerne og tryk på tast 2, 3 og 4 for stadig højere hastigheder."
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP.STEAMDECK,,Press R2 on the icons for increasingly faster speeds,Tryk på R2 på ikonerne for stadig højere hastigheder.
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP,,Click the icon or press 1 for normal speed,Klik på ikonet eller tryk 1 for normal hastighed
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP.STEAMDECK,,Press R2 over the icon for normal speed,Tryk på R2 over ikonet for normal hastighed
TUTORIAL.TIME_AND_DATE.PAUSE_STEP,,Press space to pause and unpause the game,Tryk på mellemrum for at slå pause af spillet til og fra.
TUTORIAL.TIME_AND_DATE.PAUSE_STEP.STEAMDECK,,Press the A button to pause and unpause the game,Tryk på A-knappen for at slå pause af spillet til og fra.
TUTORIAL.VIEW_MODES.DEFAULT_STEP,,Click the left-most button to return to the default view mode,Klik på knappen længest til venstre for at gå til standardvisningen.
TUTORIAL.VIEW_MODES.DEFAULT_STEP.STEAMDECK,,Press R2 on the left-most icon to return to the default view mode,Tryk på R2 på ikonet længest til venstre for at gå til standardvisningen.
TUTORIAL.VIEW_MODES.DESCRIPTION,,Below the time and date are buttons to show different views overlaid onto the game world.,Under tid og dato er der knapper til at skifte imellem forskellige visninger på spilverdenen.
TUTORIAL.VIEW_MODES.OTHER_STEP,,Click one of the other view mode buttons,Klik på en af de andre visningsknapper.
TUTORIAL.VIEW_MODES.OTHER_STEP.STEAMDECK,,Press R2 over one of the other view mode buttons,Tryk på R2 over en af de andre visningsknapper
TUTORIAL.WORKSHOPS.A,,Wooden Planks are produced in a Sawmill by a Woodcutter. Stone Blocks are created in a Masonry Workshop by a Stonemason.,Træplanker bliver produceret i en savmølle af en træhugger. Stenblokke bliver lavet i et {{ROOMS.MASONRY_WORKSHOP}} af en stenhugger.
TUTORIAL.WORKSHOPS.B,,Select Rooms and place a Sawmill and a Masonry Workshop. They both require a crafting station to be constructed.,Vælg {{GUI.ROOMS_LABEL}} og placér et {{ROOMS.SAWMILL}} og et {{ROOMS.MASONRY_WORKSHOP}}.
TUTORIAL.WORKSHOPS.C,,You can press the R key to Rotate most furniture.,Du kan trykke på R-tasten for at rotere de fleste møbler.
TUTORIAL.WORKSHOPS.C.STEAMDECK,,You can press the X button to Rotate most furniture.,Du kan trykke på X-knappen for at rotere de fleste møbler.
TUTORIAL.WORKSHOPS.D,,Crafting stations have a Crafting button which shows what can be produced.,"Arbejdsstationer har en arbejdsknap, der viser, hvad der kan produceres."

VEGETABLE.BARLEY,,Barley,Byg
VEGETABLE.BARLEY.PLURAL,,Barley,Byg
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","En kornsort, der kun anvendes til fremstilling af øl. Kan plantes {{SEASON.SPRING}}, {{SEASON.SUMMER}} eller {{SEASON.AUTUMN}}."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Berserkersvamp
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Berserkersvampe
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"En svamp med en pink-rød hætte med hvide pletter. Den har hallucinogene egenskaber, som krigere sommetider bruger i forberedelse til kamp."
VEGETABLE.CARROT,,Carrot,Gulerod
VEGETABLE.CARROT.PLURAL,,Carrots,Gulerødder
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","En hårdfør rodfrugt, der overlever frosten {{SEASON.WINTER}}. Gulerødder vokser hurtigt, men producerer kun en lille afgrøde. Kan plantes {{SEASON.SPRING}}, {{SEASON.SUMMER}} eller {{SEASON.AUTUMN}}."
VEGETABLE.CORN,,Sweetcorn,Sukkermajs
VEGETABLE.CORN.PLURAL,,Sweetcorn,Sukkermajs
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","En kornsort også kendt som majs. Den producerer en overdådig afgrøde, men er omkring 2 sæsoner at vokse og kan ikke overleve {{SEASON.WINTER}}, så den kræver plantning tidligt {{SEASON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,Grøn fluesvamp
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,Grønne fluesvampe
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","En meget giftig svamp med en bred, flad hætte. At spise selv en lille mængde vil næsten helt sikkert forårsage forgiftning, som kan føre til døden."
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Dragefrugt
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Dragefrugter
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Elfsbane svamp
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Elfsbane svampe
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Denne svamp har en enkel, smagløs smag for de fleste humanoider. Mærkeligt smager det helt modbydeligt for alfer, der ofte reagerer med eksplosiv opkastning ved indtagelse eller i ekstreme tilfælde hjerteanfald."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Nævesvamp
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Nævesvampe
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,En sort-blå svamp med en metallisk smag. Den er opkaldt efter en gruppe barder fra den mørke tidsalder.
VEGETABLE.FOR_BEER.USAGE,,used in the brewing of {{LIQUID.BEER}},brugt i brygningen af {{LIQUID.BEER}}
VEGETABLE.FUNGOLEM_MUSHROOM,,Fungolem mushroom meat,
VEGETABLE.FUNGOLEM_MUSHROOM.PLURAL,,Fungolem mushroom meat,
VEGETABLE.FUNGOLEM_MUSHROOM.TOOLTIP,,A tasteless fungus-like material harvested from the corpse of a fungolem.,
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Glødesvamp
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Glødesvampe
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,"En magisk-infunderet svamp, der afgiver lys og skifter farve med årstiderne."
VEGETABLE.HEMP,,Hemp,Hamp
VEGETABLE.HEMP.PLURAL,,Hemp,Hamp
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,Dette bliver lavet om til et brugbart materiale ved {{ROOMS.TEXTILE_WORKSHOP}}.
VEGETABLE.HEMP.USAGE,,a material required to produce {{PRODUCT.LINEN}} in a {{ROOMS.TEXTILE_WORKSHOP}},"et materiale, der er krævet for at kunne producere {{PRODUCT.LINEN}} i et {{ROOMS.TEXTILE_WORKSHOP}}"
VEGETABLE.HEMP_FIBRE,,Hemp fibre,Hampfiber
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre,Hampfibre
VEGETABLE.HOPS,,Hops,Humle
VEGETABLE.HOPS.PLURAL,,Hops,Humle
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,"En blomst, der anvendes til aromastoffer i øl. Skal plantes {{SEASON.SPRING}}."
VEGETABLE.INGREDIENT.USAGE,,"used in the cooking of soup, or can be eaten raw",bruges enten i tilberedelsen af suppe eller spises råt.
VEGETABLE.LOQUAT,,Loquat,Mispel
VEGETABLE.LOQUAT.PLURAL,,Loquats,Mispeler
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Miltoniasvamp
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Miltoniasvampe
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Engang troede man at disse kun eksisterede i Hudds-regionen, men de er nu fundet over hele verden."
VEGETABLE.POTATO,,Potato,Kartoffel
VEGETABLE.POTATO.PLURAL,,Potatoes,Kartofler
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","En stivelsesholdig rodfrugt som kan overleve {{SEASON.WINTER}} og gør den til et godt valg for de fleste bosættelser. Kan plantes {{SEASON.SPRING}}, {{SEASON.SUMMER}} eller {{SEASON.AUTUMN}}."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Lillahjelmsvamp
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Lillahjelmsvampe
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","'Fed Hat', 'Tyk Turban', 'Puffet Hjelm'; Denne sagnomspundne svamp har mange navne. Legenden siger, at der for længe siden, eksisterede mange samfund af dværge, som levede udelukkende på en domesticeret udgave af denne svamp."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Rociomycota-svamp
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Rociomycota-svampe
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"En hvid og sort plettet svamp. Den er kendt for at påvirke udseendet af dem, der indtager den."
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Solglødsvamp
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Solglødsvampe
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,"En lys gul svamp, der lyser med udseendet af sollys. Den mister denne glød, lige så snart den bliver høstet."
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Siruppulversvamp
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Siruppulversvampe
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","En rund orange/gul svamp med en hvid underside. Den siges at have været brugt af magikere for længe siden, men ingen ved til hvilket formål."
VEGETABLE.TAMARILLO,,Tamarillo,Trætomat
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Trætomater
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Hindbær
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Hindbær
VEGETABLE.TOMATO,,Tomato,Tomat
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Tomater
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,"En plante, hvorpå der vokser store røde bær, der ofte bruges som grøntsager. Kan kun plantes {{SEASON.SPRING}}."
VEGETABLE.WHEAT,,Wheat,Hvede
VEGETABLE.WHEAT.PLURAL,,Wheat,Hvede
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","En kornsort der almindeligvis anvendes til fremstilling af brød. Den kan overleve {{SEASON.WINTER}}, men den er et stykke tid om at vokse, så den bliver enten plantet {{SEASON.SPRING}} eller {{SEASON.AUTUMN}}."
