KEY,NOTES,ENGLISH,GERMAN
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,Brauerin
PROFESSION.BREWER.MALE_NOUN,,Brewer,Brauer
PROFESSION.BREWER.PLURAL,,Brewers,Brauer
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,Produziert Bier in einer Brauerei.
PROFESSION.BREWER.VERB,,Brewing,Braut
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Schreinerin
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Schreiner
PROFESSION.CARPENTER.PLURAL,,Carpenters,Schreiner
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Erstellt Holzmöbel und -gegenstände.
PROFESSION.CARPENTER.VERB,,Crafting,Schreinert
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Köchin
PROFESSION.CHEF.MALE_NOUN,,Chef,Koch
PROFESSION.CHEF.PLURAL,,Chefs,Köche
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,"Bereitet das Essen vor, das von deinen Siedlern verzehrt wird."
PROFESSION.CHEF.VERB,,Cooking,Kocht
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},{{skillLevelDescription.adjective}} {{profession.noun}}
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Bäuerin
PROFESSION.FARMER.MALE_NOUN,,Farmer,Bauer
PROFESSION.FARMER.PLURAL,,Farmers,Bauern
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Setzt, pflegt und erntet Pflanzen."
PROFESSION.FARMER.VERB,,Farming,Erntet
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Fischerin
PROFESSION.FISHER.MALE_NOUN,,Fisher,Fischer
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,"Fängt Fische aus Gewässern, um sie als Nahrung und Ressource zu verwenden."
PROFESSION.FISHER.VERB,,Fishing,Fischt
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Jägerin
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Jäger
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Aufspüren und Töten von Wildtieren wegen ihres Fleisches und Fells.
PROFESSION.HUNTER.VERB,,Hunting,Jagt
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,Lederarbeiterin
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,Lederarbeiter
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,Lederarbeiter
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,Behandelt die Häute von Tieren zur Herstellung von Lederwaren.
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,Bearbeitet
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Bürgermeisterin
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Bürgermeister
PROFESSION.MAYOR.VERB,,Governing,Verwaltet
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Händlerin
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Händler
PROFESSION.MERCHANT.VERB,,Trading,Handelt
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Mahlt
PROFESSION.MINER.FEMALE_NOUN,,Miner,Bergarbeiterin
PROFESSION.MINER.MALE_NOUN,,Miner,Bergarbeiter
PROFESSION.MINER.PLURAL,,Miners,Bergarbeiter
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,Hebt neue Gebiete mit einer Spitzhacke aus.
PROFESSION.MINER.VERB,,Mining,Schürft
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Adlige
PROFESSION.NOBLE.MALE_NOUN,,Noble,Adliger
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","Adlige übernehmen keine Aufgaben wie gewöhnliche Siedler, sondern bringen Ruhm und Prestige in deine Siedlung."
PROFESSION.NOBLE.VERB,,Reigning,Regiert
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Runenschmiedin
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Runenschmied
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Verzaubert Waffen, Rüstungen und Gegenstände mit magischen Runen, um ihre Fähigkeiten zu verbessern."
PROFESSION.RUNESMITH.VERB,,Enchanting,Verzaubert
PROFESSION.SKILL_LEVEL.1,,Neophyte,Anfänger
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,Ein absoluter Anfänger mit wenig bis gar keiner Erfahrung.
PROFESSION.SKILL_LEVEL.2,,Novice,Neuling
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,Sie verstehen nur die Grundlagen ihres Handwerks.
PROFESSION.SKILL_LEVEL.3,,Apprentice,Lehrling
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.","Auch wenn sie immer besser werden, müssen sie noch viel Erfahrung sammeln."
PROFESSION.SKILL_LEVEL.4,,Journeyman,Geselle
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.",Sie sind keine Lehrlinge mehr und verfügen über angemessene Fähigkeiten in ihrem jeweiligen Handwerk.
PROFESSION.SKILL_LEVEL.5,,Adept,Adept
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,"Sie sind gut ausgebildet, haben aber noch weitere Höhen zu erreichen."
PROFESSION.SKILL_LEVEL.6,,Skilled,Kompetent
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.",Sie beherrschen ihr Handwerk sehr gut und sind mehr als kompetent.
PROFESSION.SKILL_LEVEL.7,,Expert,Experte
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,"Es gibt kaum etwas, was der Experte nicht über sein Fachgebiet weiß."
PROFESSION.SKILL_LEVEL.8,,Master,Meister
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.","Sie sind mehr als nur ein Experte, sie beherrschen ihr Handwerk wirklich."
PROFESSION.SKILL_LEVEL.9,,Grandmaster,Großmeister
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,"Es gibt niemanden, der sein Handwerk besser beherrscht als ein Großmeister."
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Steinmetzin
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Steinmetz
PROFESSION.STONEMASON.PLURAL,,Stonemasons,Steinmetze
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Stellt Möbel und Gegenstände aus Stein her.
PROFESSION.STONEMASON.VERB,,Sculpting,Bearbeitet
PROFESSION.VILLAGER.FEMALE_NOUN,,Hauler,Dorfbewohnerin
PROFESSION.VILLAGER.MALE_NOUN,,Hauler,Dorfbewohner
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,Dieser Siedler hat keine spezifischen Berufe und wird alltägliche Aufgaben wie das Transportieren von Gegenständen übernehmen.
PROFESSION.VILLAGER.VERB,,Working,Arbeitet
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,Weberin
PROFESSION.WEAVER.MALE_NOUN,,Weaver,Weber
PROFESSION.WEAVER.PLURAL,,Weavers,Weber
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,Verarbeitet Materialien zu Kleidung und anderen Stoffen.
PROFESSION.WEAVER.VERB,,Weaving,Webt
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Holzfällerin
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Holzfäller
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,Holzfäller
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,"Fällt Bäume für Nutzholz, das in einer Sägemühle verwendet werden kann."
PROFESSION.WOODCUTTER.VERB,,Chopping,Fällt

QUOTA.FIXED_AMOUNT,,in total,gesamt
QUOTA.PER_SETTLER,,per settler,pro Siedler

RACE.BOAR.NOUN,,Wild boar,Wildschwein
RACE.CARP.NOUN,,Carp,Karpfen
RACE.DEER.FEMALE_NOUN,,Doe,Reh
RACE.DEER.MALE_NOUN,,Stag,"Hirsch "
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,"Ein Reh ist ein nicht bedrohlicher Pflanzenfresser, der bei jedem Anzeichen von Gefahr flieht"
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,zwergische
RACE.DWARF.FEMALE_NOUN,,Dwarf,Zwergin
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Zwerge
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,zwergischer
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Zwerg
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Zwerge
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,"Zwerge sind kleine und stämmige, humanoide Wesen. Sie sind Meister im Umgang mit Stein und Metall. Die meisten Zwerge misstrauen dem Himmel und ziehen es vor unterirdisch zu leben."
RACE.ELEPHANT.NOUN,,Elephant,Elefant
RACE.FOX.FEMALE_NOUN,,Vixen,Füchsin
RACE.FOX.MALE_NOUN,,Fox,Fuchs
RACE.FUNGOLEM,,Fungolem,Mygolem
RACE.HORSE.NOUN,,Horse,Pferd
RACE.ORC.MALE_ADJECTIVE,,Orcish,Orkisch
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,Ork
RACE.PERCH.NOUN,,Perch,Barsch
RACE.PIKE.NOUN,,Pike,Hecht
RACE.SPIDER,,Spider,Spinne
RACE.UNDEAD_DWARF,,Undead dwarf,Untoter Zwerg
RACE.WURM,,Wurm,Wurm

RESOURCE.BONE.LARGE.NOUN,,Large Bone,Großer Knochen
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,Große Knochen
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,Mittlerer Knochen
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,Mittlere Knochen
RESOURCE.BONE.SMALL.NOUN,,Small Bone,Kleiner Knochen
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,Kleine Knochen
RESOURCE.FLOUR.SACK.NOUN,,Flour,Mehl
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Mehl
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,"Getreide, das zu einem feinen Pulver gemahlen wurde, das als Zutat für die Herstellung von Nahrungsmitteln benutzt werden kann."
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Rohedelstein
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Rohedelsteine
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,"Ein Gesteinsbrocken mit Edelsteinen, bereit geschliffen und poliert zu werden."
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),"Getreide (Sack) "
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),"Getreide (Säcke) "
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,Hanfbündel
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,Hanfbündel
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,Hanffaserbündel
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,Hanffaserbündel
RESOURCE.LOGS.NOUN,,Log,Stamm
RESOURCE.LOGS.PLURAL,,Logs,Stämme
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.","Teil eines Baumes, der am häufigsten zu Brettern verarbeitet wird, aber auch andere Verwendungen hat."
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Luppe
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Luppen
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,"Ein mit Schlacke vermischter Metallklumpen, der in brauchbare Form gehämmert werden muss."
RESOURCE.METAL.INGOT.NOUN,,Ingot,Barren
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Barren
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Veredelte Metallblöcke, bereit zur Verwendung als Handwerkszutat."
RESOURCE.METAL.PLATE.NOUN,,Plate,Platte
RESOURCE.METAL.PLATE.PLURAL,,Plates,Platten
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.","Große, flache Platten, die in einen der größeren Maschinen eingesetzt werden."
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Pilzstamm
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Pilzstämme
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,"Ein Stamm, der mit Pilzkulturen versehen wurde. Aus dem Baumstamm selbst ziehen die Pilze ihre Nährstoffe. Erfordert nach der vollständigen Einimpfung das Eintauchen in einen Schocktank."
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Pilzholz
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Pilzhölzer
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,"Teile eines riesigen Pilzes, der auf die gleiche Weise wie hölzerne Stämme verwendet werden kann."
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Erzbrocken
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Erzbrocken
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","Ein metallischer Sand, der durch Zerkleinerung von rohem Metallerz erzeugt wird und zur Verwendung in einer Schmelze bereit ist."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Erz
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Erz
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,"Gestein, das metallische Erze enthält, die zu brauchbarem Metall verarbeitet werden können."
RESOURCE.PLANKS.NOUN,,Plank,Brett
RESOURCE.PLANKS.PLURAL,,Planks,Bretter
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,"Holzabschnitte von festgelegter Größe, so dass sie leicht in Bau und Handwerk verwendet werden können."
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Pilzholz
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Pilzstämme
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,"Dieser mit Pilzen angereicherte Stamm wurde im Wasser “geschockt”, um das Wachstum der Pilze zu fördern, und sollte bald eine Ernte bringen."
RESOURCE.STONE.BLOCK.NOUN,,Block,Block
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Blöcke
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,"Zu einem Würfel gehauener Stein, so dass er leicht für Bau und Handwerk verwendet werden kann."
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Steinbrocken
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Steinbrocken
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,"Ein riesiges Stück Stein, das von einem Steinmetz in eine nützlichere Form gemeißelt werden muss."
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),Weizen (Sack)
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),Weizen (Sack)
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,"Weizensäcke werden von den Feldern geerntet, die mit Weizen gesät wurden."

ROOMS.ARMOURY,,Armoury,Waffenkammer
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,Hier werden Waffen und Rüstungen hergestellt
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,Handwerkliche Werkstatt
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,Hier werden komplizierte Gegenstände hergestellt.
ROOMS.BAKERY,,Bakery,Bäckerei
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,Hier wird Brotteig hergestellt und dann zu Brot gebacken.
ROOMS.BARRACKS,,Barracks,Kaserne
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,"Ein Ort, an dem Militärangehörige schlafen und trainieren können."
ROOMS.BEDROOM,,Bedroom,Schlafzimmer
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,Ein Platz für Ihre Siedler zum Schlafen. Sie bevorzugen individuelle Schlafzimmer mit einer Größe von mindestens 9 Fliesen und vorzugsweise mindestens 13 Fliesen.
ROOMS.BREWERY,,Brewery,Brauerei
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,Braut Bier für Ihre Siedler zum Genießen! Andere alkoholische Getränke werden in Zukunft eingeführt.
ROOMS.BRIDGE,,Bridge,Brücke
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,"Platziert über den Fluss, um Zugang zur anderen Seite zu ermöglichen."
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Schreinerei
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,Diese Werkstatt produziert die meisten Holzwerkzeuge und Gegenstände.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allocated}} von {{total}} derzeit genutzten Plätzen
ROOMS.FARM,,Farm plot,Feld
ROOMS.FARM.PLURAL,,Farm plots,Bauernhöfe
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,Züchtet Pflanzen mit Samen. Muss auf Erde platziert werden.
ROOMS.FEASTING_HALL,,Feasting hall,"Speisesaal "
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!","Ein Ort für Siedler, um zu essen, zu trinken und fröhlich zu sein!"
ROOMS.FUEL_REFINERY,,Fuel refinery,Brennstoffraffinerie
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,Produziert Brennstoff aus Stämmen oder Steinkohle.
ROOMS.GRAVEYARD,,Graveyard,Friedhof
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Verstorbene Siedler werden hier zur Ruhe gelegt.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},{{roomName}} #{{number}}
ROOMS.KITCHEN,,Kitchen,Küche
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,"Die meisten Speisen werden hier zubereitet, bevor sie in einem Speisesaal serviert werden."
ROOMS.LEATHER_WORKSHOP,,Leatherworks,Lederwerkstätte
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,Fertige Gegenstände aus Tierhaut an.
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Steinmetzbetrieb
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Diese Werkstatt produziert die meisten Gegenstände aus Stein.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Pilzfarm
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Pilze können mit Pilzkulturen und Holzstämmen angebaut werden.
ROOMS.SAWMILL,,Sawmill,Sägewerk
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,Hölzerne Stämme werden hier zu Brettern verfeinert.
ROOMS.SMELTERY,,Smeltery,Schmelzhütte
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,Hier werden metallische Erze zu brauchbaren Barren verarbeitet.
ROOMS.SMITHY,,Smithy,Schmiede
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,Wird zur Herstellung von Metallwerkzeugen verwendet.
ROOMS.STOCKPILE,,Stockpile,Lager
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,In diesem Bereich werden je nach Einstellung verschiedene Arten von Gegenständen gelagert.
ROOMS.STOCKPILES,,Stockpiles,Lager
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Unbenutzte Gegenstände werden für einen einfachen Zugang auf Lager gelegt.
ROOMS.STOCKPILE_WITH_GROUP_NAME,,{{stockpileGroupName}} {{roomTypeName}},{{stockpileGroupName}} {{roomTypeName}}
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,Textilwerkstatt
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,Verarbeitet Hanf zu Textilien für eine Vielzahl von Anwendungen.
ROOMS.TRADING_DEPOT,,Trading depot,Handelsposten
ROOMS.TRADING_DEPOT.TOOLTIP,,Buy and sell items with visiting merchants.,Kaufe und verkaufe Gegenstände bei besuchenden Händlern.

ROPE.AGED_ROPE,,Aged,Gealtert
ROPE.BRONZED_ROPE,,Bronzed,Brüniert
ROPE.GRAY_ROPE,,Gray,Grau
ROPE.HEMP-ROPE,,Hemp,Hanf
ROPE.TOBACCO_ROPE,Just to describe a light colour,Light,Hell

RUSTED_SCRAP.NOUN,,Scrap,Schrott
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,"Dies sind die Überreste eines Gegenstandes, der auf Grund von Rost korrodiert ist."

SEASON.AUTUMN,,Autumn,Herbst
SEASON.SPRING,,Spring,Frühling
SEASON.SUMMER,,Summer,Sommer
SEASON.WINTER,,Winter,Winter

SEED.BARLEY_SEED,,Barley,Gersten
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Ein Getreide, das nur bei der Herstellung von Bier verwendet wird. Kann in {{SEASON.SPRING}}, {{SEASON.SUMMER}} oder {{SEASON.AUTUMN}} gepflanzt werden."
