KEY,NOTES,ENGLISH,KOREAN
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.",곡물 곡물은 일반적으로 빵 생산에 사용됩니다. 이 생기는 {{SEASON.WINTER}} 생존할 수 있지만 성장하는 데 시간이 걸리므로 {{SEASON.SPRING}} 또는 {{SEASON.AUTUMN}} 에 심습니다.
VEGETABLE.WHEAT.USAGE,,used to bake bread,

VEHICLE.DESCRIPTION,E.g. “Wagon”,{{materialType.adjective}} {{vehicleType.noun}},

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{materialType.adjective}} {{wallType.noun}}
WALL.GEMS.NOUN,,Gems,보석
WALL.ORE.NOUN,,Ore,광석
WALL.ROUGH_STONE.NOUN,,Rock wall,바위 벽
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,부드러운 석재 벽
WALL.WOODEN.NOUN,,Wood wall,나무 벽

WEAPON.BATTLE.AXE,,Battle axe,
WEAPON.BATTLE.HAMMER,,Battle hammer,
WEAPON.BONE.ARROW.HEADS.NOUN,,Bone arrow head,
WEAPON.BONE.ARROW.HEADS.PLURAL,,Bone arrow heads,
WEAPON.BONE.ARROWS.NOUN,,Arrow,
WEAPON.BONE.ARROWS.PLURAL,,Arrows,
WEAPON.BOW,,Bow,
WEAPON.CROSSBOW,,Crossbow,
WEAPON.METAL.ARROW.HEADS.NOUN,,Arrow head,
WEAPON.METAL.ARROW.HEADS.PLURAL,,Arrow heads,
WEAPON.METAL.ARROWS.NOUN,,Arrow,
WEAPON.METAL.ARROWS.PLURAL,,Arrows,
WEAPON.METAL.BOLTS.NOUN,,Bolt,
WEAPON.METAL.BOLTS.PLURAL,,Bolts,
WEAPON.METAL.SHIELD,,Shield,
WEAPON.NONE,Used to select no weapon from the selection list,None,
WEAPON.NO_ARMOUR,,Unarmoured,
WEAPON.NO_SHIELD,,Unshielded,
WEAPON.SWORD,,Sword,
WEAPON.UNARMED,,Unarmed,
WEAPON.WOODEN.SHIELD,,Shield,

WEATHER.TYPE.CLOUDY,,Cloudy & grey,
WEATHER.TYPE.COLD_WINDS,,Cold winds,
WEATHER.TYPE.PERFECT,,Perfect weather,
WEATHER.TYPE.RAIN,,Pouring rain,
WEATHER.TYPE.SNOW,,Snow flurries,
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm,

WOOD.ASPEN.ADJECTIVE,,Aspen,아스펜
WOOD.ASPEN.NOUN,,Aspen,아스펜
WOOD.BAOBAB.ADJECTIVE,,Baobab,바오밥
WOOD.BAOBAB.NOUN,,Baobab,바오밥
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,바크스룸
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,바크스룸
WOOD.BEECH.ADJECTIVE,,Beech,너도밤 나무
WOOD.BEECH.NOUN,,Beech,너도밤 나무
WOOD.BIRCH.ADJECTIVE,,Birch,자작나무
WOOD.BIRCH.NOUN,,Birch,자작나무
WOOD.EBONY.ADJECTIVE,,Ebony,흑단
WOOD.EBONY.NOUN,,Ebony,흑단
WOOD.FIR.ADJECTIVE,,Fir,전나무
WOOD.FIR.NOUN,,Fir,전나무
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,펑지우드
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,펑지우드
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,아이언우드
WOOD.IRONWOOD.NOUN,,Ironwood,아이언우드
WOOD.MAPLE.ADJECTIVE,,Maple,단풍나무
WOOD.MAPLE.NOUN,,Maple,단풍나무
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,누이차
WOOD.NUYTSIA.NOUN,,Nuytsia,누이차
WOOD.OAK.ADJECTIVE,,Oaken,오켄
WOOD.OAK.NOUN,,Oak,오크
WOOD.PECAN.ADJECTIVE,,Pecan,피칸
WOOD.PECAN.NOUN,,Pecan,피칸
WOOD.PINE.ADJECTIVE,,Pine,소나무
WOOD.PINE.NOUN,,Pine,소나무
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,홍삼나무
WOOD.RED_CEDAR.NOUN,,Red cedar,홍삼나무
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,붉은 황제
WOOD.RED_EMPEROR.NOUN,,Red emperor,붉은 황제
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,로즈우드
WOOD.ROSEWOOD.NOUN,,Rosewood,로즈우드
WOOD.SPRUCE.ADJECTIVE,,Spruce,가문비 나무
WOOD.SPRUCE.NOUN,,Spruce,가문비 나무
WOOD.STAR_PINE.ADJECTIVE,,Star pine,스타 파인
WOOD.STAR_PINE.NOUN,,Star pine,스타 파인
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,시카모어
WOOD.SYCAMORE.NOUN,,Sycamore,시카모어
