KEY,NOTES,ENGLISH,FRENCH
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,produit la bière dans la {{ROOMS.BREWERY}}.
PROFESSION.BREWER.VERB,,Brewing,Brasse
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Menuisière
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Menuisier
PROFESSION.CARPENTER.PLURAL,,Carpenters,Menuisiers
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Crée des meubles et des objets en bois.
PROFESSION.CARPENTER.VERB,,Crafting,Élabore
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Cuisinière
PROFESSION.CHEF.MALE_NOUN,,Chef,Cuisinier
PROFESSION.CHEF.PLURAL,,Chefs,Cuisiniers
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,Prépare tous les aliments à consommer par vos colons.
PROFESSION.CHEF.VERB,,Cooking,Cuisine
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},{{skillLevelDescription.adjective}} {{profession.noun}}
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Fermière
PROFESSION.FARMER.MALE_NOUN,,Farmer,Fermier
PROFESSION.FARMER.PLURAL,,Farmers,Fermiers
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Plante, soigne et récolte des cultures."
PROFESSION.FARMER.VERB,,Farming,Cultive
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Pêcheuse
PROFESSION.FISHER.MALE_NOUN,,Fisher,Pêcheur
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Capturer des poissons dans les plans d'eau pour être utilisés comme nourriture et ressources.
PROFESSION.FISHER.VERB,,Fishing,Pêche
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Chasseuse
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Chasseur
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Traque et tue les animaux sauvages pour leur viande et leur peau.
PROFESSION.HUNTER.VERB,,Hunting,Chasse
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,Tanneuse
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,Tanneur
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,Tanneurs
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,Traite les peaux des créatures pour produire des biens en cuirs.
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,Tanne
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Maire
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Maire
PROFESSION.MAYOR.VERB,,Governing,Gouverne
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Marchande
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Marchand
PROFESSION.MERCHANT.VERB,,Trading,Échange
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Moud
PROFESSION.MINER.FEMALE_NOUN,,Miner,Mineuse
PROFESSION.MINER.MALE_NOUN,,Miner,Mineur
PROFESSION.MINER.PLURAL,,Miners,Mineurs
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,Mine de nouvelles zones à l'aide d'un {{TOOL.PICKAXE}}.
PROFESSION.MINER.VERB,,Mining,Mine
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Noble
PROFESSION.NOBLE.MALE_NOUN,,Noble,Noble
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","Les nobles ne remplissent pas les emplois de la même manière que les colons communs, mais apportent la renommée et le prestige à votre établissement."
PROFESSION.NOBLE.VERB,,Reigning,Règne
PROFESSION.PIRATE.FEMALE_NOUN,,Pirate,
PROFESSION.PIRATE.MALE_NOUN,,Pirate,
PROFESSION.PIRATE.VERB,,Pilfering,
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Forgerune
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Forgerune
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Enchantera des armes, des armures et des objets avec des runes magiques pour booster leurs capacités."
PROFESSION.RUNESMITH.VERB,,Enchanting,Enchante
PROFESSION.SKILL_LEVEL.1,,Neophyte,Néophyte
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,Un débutant absolu avec peu ou pas d'expérience.
PROFESSION.SKILL_LEVEL.2,,Novice,Novice
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,Ils ne comprennent que les bases de leur métier.
PROFESSION.SKILL_LEVEL.3,,Apprentice,Apprentie
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.","Bien qu'ils deviennent qualifiés, il reste encore beaucoup d'expérience à acquérir."
PROFESSION.SKILL_LEVEL.4,,Journeyman,Voyageur
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.","N'étant plus apprentis, ils ont des compétences raisonnables dans leur métier."
PROFESSION.SKILL_LEVEL.5,,Adept,Adepte
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,Ils ont un bon niveau mais peuvent encore atteindre des sommets.
PROFESSION.SKILL_LEVEL.6,,Skilled,Compétent
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.","Très habiles dans leur métier, ils sont aujourd'hui plus que compétents."
PROFESSION.SKILL_LEVEL.7,,Expert,Expert
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,Il n'y a pas grand-chose que l'expert ne connaisse pas dans son domaine respectif.
PROFESSION.SKILL_LEVEL.8,,Master,Maître
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.","Au-delà même d'un expert, ils sont vraiment des maîtres de leur métier."
PROFESSION.SKILL_LEVEL.9,,Grandmaster,Grand-maître
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,Il n'y a personne de plus talentueux dans son métier que le Grand-maître.
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Tailleuse de pierre
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Tailleur de pierre
PROFESSION.STONEMASON.PLURAL,,Stonemasons,Tailleurs de pierre
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Artisanat meubles et objets de pierre.
PROFESSION.STONEMASON.VERB,,Sculpting,Sculpte
PROFESSION.VILLAGER.FEMALE_NOUN,,Hauler,Villageoise
PROFESSION.VILLAGER.MALE_NOUN,,Hauler,Villageois
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,Ce colon n'a pas de profession spécifique et s'acquittera de tâches banales comme le transport d'objets.
PROFESSION.VILLAGER.VERB,,Working,Travaille
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,Tisseuse
PROFESSION.WEAVER.MALE_NOUN,,Weaver,Tisseur
PROFESSION.WEAVER.PLURAL,,Weavers,Tisseurs
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,Transforme les matériaux en vêtement ou autres tissus.
PROFESSION.WEAVER.VERB,,Weaving,Tisse
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Bûcheron
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Bûcheronne
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,Bûcherons
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,Découpe les arbres en tant que buche qui peut être utilisé dans un {{ROOMS.SAWMILL}}.
PROFESSION.WOODCUTTER.VERB,,Chopping,Coupe

QUOTA.FIXED_AMOUNT,,in total,au total
QUOTA.PER_SETTLER,,per settler,par colon

RACE.BOAR.NOUN,,Wild boar,Sanglier
RACE.CARP.NOUN,,Carp,Carpe
RACE.DEER.FEMALE_NOUN,,Doe,Biche
RACE.DEER.MALE_NOUN,,Stag,Cerf
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,Un cerf est un herbivore non menaçant qui fuira au moindre signe de danger
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,Naine
RACE.DWARF.FEMALE_NOUN,,Dwarf,Naine
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Naines
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,Nain
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Nain
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Nains
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,Les nains sont des humanoïdes courts et trapus. Ils sont passé maîtres dans le travail avec la pierre et du métal. La plupart des nains se méfient du ciel et préfèrent rester sous terre.
RACE.ELEPHANT.NOUN,,Elephant,Eléphant
RACE.FOX.FEMALE_NOUN,,Vixen,Renarde
RACE.FOX.MALE_NOUN,,Fox,Renard
RACE.FUNGOLEM,,Fungolem,Champigolem
RACE.HORSE.NOUN,,Horse,Cheval
RACE.ORC.MALE_ADJECTIVE,,Orcish,Orque
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,Orc
RACE.PERCH.NOUN,,Perch,Perche
RACE.PIKE.NOUN,,Pike,Brochet
RACE.SPIDER,,Spider,Araignée
RACE.UNDEAD_DWARF,,Undead dwarf,Nain mort-vivant
RACE.WURM,,Wurm,Guivre

RESOURCE.BONE.LARGE.NOUN,,Large Bone,Grand Os
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,Grands Os
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,Os moyen
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,Os moyens
RESOURCE.BONE.SMALL.NOUN,,Small Bone,Petit os
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,Petits os
RESOURCE.FLOUR.SACK.NOUN,,Flour,Farine
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Garines
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,Grain qui a été broyé en une poudre fine prête à être utilisée comme ingrédient dans la production d'aliments.
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Gemme brute
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Gemmes brutes
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,Un morceau de roche contenant des pierres précieuses prêtes à être taillées et polies.
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),Grain (sac)
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),Grain (sacs)
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,Paquet de chanvre
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,Paquets de chanvre
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,Paquet de fibres de chanvre
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,Paquets de fibres de chanvre
RESOURCE.LOGS.NOUN,,Log,Bûche
RESOURCE.LOGS.PLURAL,,Logs,Bûches
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.","Les sections d'un tronc qui sont le plus souvent transformé en {{RESOURCE.PLANKS.PLURAL}}, mais qui ont également d'autres utilisations."
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Billette
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Billettes
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,Un morceau de métal impure qui doit être martelé pour avoir une forme utilisable.
RESOURCE.METAL.INGOT.NOUN,,Ingot,Lingot
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Lingots
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Blocs métalliques raffinés, prêts à être utilisés comme ingrédient artisanal."
RESOURCE.METAL.PLATE.NOUN,,Plate,Plaque
RESOURCE.METAL.PLATE.PLURAL,,Plates,Plaques
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.",De grandes plaques qui sont utilisées pour construire les plus grandes machines.
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Bûche de champignons
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Bûches de champignons
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,Une bûche qui a été contaminé avec {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. Le corps de la bûche elle-même est d'où les champignons tirent des nutriments. Il doit être arrosé dans un {{FURNITURE.MUSHROOM_SHOCK_TANK}} après avoir été complètement innoculé.
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Bûche de champignons
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Bûches de champignons
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,Parties d'un champignon géant qui peut être utilisé de la même manière que les {{RESOURCE.LOGS.PLURAL}} de bois.
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Minerai concassé
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Minerais concassés
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","Sable métallique créé en décomposant le minerai de métal brut, prêt à l'emploi dans un {{FURNITURE.BLOOMERY_FURNACE}}."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Minerai
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Minerais
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,Pierre contenant des minerais métalliques qui peuvent être transformés en métal utilisable.
RESOURCE.PLANKS.NOUN,,Plank,Planche
RESOURCE.PLANKS.PLURAL,,Planks,Planches
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,Des parties du bois de taille fixe pour qu'elles puissent être facilement utilisées dans la construction et l'artisanat.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Bûche de champignons
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Bûches de champignons
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,Cette bûche contaminée de spores a été «choquée» dans l'eau pour encourager les champignons à se développer et devrait produire une récolte bientôt.
RESOURCE.STONE.BLOCK.NOUN,,Block,Bloc
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Blocs
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,Pierre qui a été façonnée en cube de sorte qu'il peut être facilement utilisé dans la construction ou l'artisanat.
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Rocher brut
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Rochers bruts
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,Un énorme morceau de pierre qui doit être ciselé dans une forme plus utile par un {{PROFESSION.STONEMASON}}.
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),Blé (sac)
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),Blés (sacs)
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,Le blé est récoltés sur des parcelles agricoles semées avec des graines de blé.

ROOMS.ARMOURY,,Armoury,Armurerie
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,Des armes et des armures sont créées ici.
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,Atelier artisanal
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,Des objets complexes sont fabriqués ici.
ROOMS.BAKERY,,Bakery,Boulangerie
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,Là où est produit la pâte et le pain.
ROOMS.BARRACKS,,Barracks,Caserne
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,Un endroit où les militaires dorment et s'entraînent.
ROOMS.BEDROOM,,Bedroom,Chambre
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,"Un endroit où vos colons peuvent dormir. Ils préfèrent avoir des chambres individuelles qui ont au moins une taille de 9 cases, ou de préférence au moins 13 cases"
ROOMS.BREWERY,,Brewery,Brasserie
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,Brassez de la bière pour rendre vos colons heureux !
ROOMS.BRIDGE,,Bridge,Pont
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,Placé de l'autre côté de la rivière pour permettre l'accès à l'autre côté.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Menuiserie
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,Cet atelier produit la plupart des outils et objets en bois.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allocated}} sur {{total}} espaces actuellement utilisés
ROOMS.FARM,,Farm plot,Champs
ROOMS.FARM.PLURAL,,Farm plots,Champs
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,Cultive des parcelles en utilisant des {{INGREDIENT.SEEDS.PLURAL}}. Doit être placé sur {{MATERIAL_TYPE.EARTH.NOUN}}.
ROOMS.FEASTING_HALL,,Feasting hall,Salle de festin
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!","Un endroit où les colons se rassemblent pour manger, boire et être joyeux!"
ROOMS.FUEL_REFINERY,,Fuel refinery,Rafinerie
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,Produit du carburant depuis des {{RESOURCE.LOGS.PLURAL}} ou du {{ORE.BITUMINOUS_COAL.NOUN}}.
ROOMS.GRAVEYARD,,Graveyard,Cimetière
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Les colons décédés sont mis en terre ici.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},{{roomName}} #{{number}}
ROOMS.KITCHEN,,Kitchen,Cuisine
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,La plupart des aliments sont préparés ici avant d'être servis dans un {{ROOMS.FEASTING_HALL}}.
ROOMS.LEATHER_WORKSHOP,,Leatherworks,Tannerie
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,Créer des objets à partir de la peau d'animal.
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Carrière
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Cet atelier produit la plupart des objets en pierre.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Champignonnière
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Les champignons peuvent être cultivés en utilisant des {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} et des {{RESOURCE.LOGS.PLURAL}}.
ROOMS.SAWMILL,,Sawmill,Scierie
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,Les {{RESOURCE.LOGS.PLURAL}} de bois sont transformées en {{RESOURCE.PLANKS.PLURAL}} ici.
ROOMS.SMELTERY,,Smeltery,Fonderie
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,Les minerais métaliques sont rafinés en lingots ici.
ROOMS.SMITHY,,Smithy,Forge
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,Utilisée pour fabriquer des outils en métal
ROOMS.STOCKPILE,,Stockpile,Réserve
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,Cette zone entrepose différente sortes d'objets en fonction des paramètres.
ROOMS.STOCKPILES,,Stockpiles,Réserves
