KEY,NOTES,ENGLISH,ITALIAN
PROFESSION.BAKER.VERB,,Baking,Sta cuocendo
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Fabbro
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Fabbro
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,Fabbri
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,Artigianato oggetti utilizzando metallo e produce anche metallo da minerale.
PROFESSION.BLACKSMITH.VERB,,Forging,Sta forgiando
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,Birraio
PROFESSION.BREWER.MALE_NOUN,,Brewer,Birraio
PROFESSION.BREWER.PLURAL,,Brewers,Birrai
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,Produce birra in una {{ROOMS.BREWERY}}.
PROFESSION.BREWER.VERB,,Brewing,Birraio
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Artigiana
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Artigiano
PROFESSION.CARPENTER.PLURAL,,Carpenters,Falegnami
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Crea mobili e oggetti in legno.
PROFESSION.CARPENTER.VERB,,Crafting,Sta producendo
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Chef
PROFESSION.CHEF.MALE_NOUN,,Chef,Chef
PROFESSION.CHEF.PLURAL,,Chefs,Cuochi
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,Prepara tutto il cibo da consumare dai tuoi coloni.
PROFESSION.CHEF.VERB,,Cooking,Sta cucinando
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},{{skillLevelDescription.adjective}} {{profession.noun}}
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Coltivatrice
PROFESSION.FARMER.MALE_NOUN,,Farmer,Coltivatore
PROFESSION.FARMER.PLURAL,,Farmers,Agricoltori
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Piante, tende e raccoglie le colture."
PROFESSION.FARMER.VERB,,Farming,Sta coltivando
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Pescatrice
PROFESSION.FISHER.MALE_NOUN,,Fisher,Pescatore
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Cattura pesci da corpi idrici per essere utilizzati come cibo e risorse.
PROFESSION.FISHER.VERB,,Fishing,Sta pescando
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Cacciatrice
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Cacciatore
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Traccia e uccide gli animali selvatici per la loro carne e pelli.
PROFESSION.HUNTER.VERB,,Hunting,Sta cacciando
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,Lavoratrice della pelle
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,Lavoratore della pelle
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,Lavoratori della pelle
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,Tratta le pelli delle creature per produrre articoli in pelle.
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,Lavorazione della pelle
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Sindaco
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Sindaco
PROFESSION.MAYOR.VERB,,Governing,Sta governando
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Mercante
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Mercante
PROFESSION.MERCHANT.VERB,,Trading,Sta commerciando
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Fresatura
PROFESSION.MINER.FEMALE_NOUN,,Miner,Minatrice
PROFESSION.MINER.MALE_NOUN,,Miner,Minatore
PROFESSION.MINER.PLURAL,,Miners,Minatori
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,Scava nuove aree usando un {{TOOL.PICKAXE}}.
PROFESSION.MINER.VERB,,Mining,Sta scavando
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Nobildonna
PROFESSION.NOBLE.MALE_NOUN,,Noble,Nobiluomo
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","I nobili non svolgono lavori allo stesso modo dei coloni comuni, ma portano fama e prestigio al vostro insediamento."
PROFESSION.NOBLE.VERB,,Reigning,Sta regnando
PROFESSION.PIRATE.FEMALE_NOUN,,Pirate,Pirata
PROFESSION.PIRATE.MALE_NOUN,,Pirate,Pirata
PROFESSION.PIRATE.VERB,,Pilfering,Saccheggio
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Forgiarune
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Forgiarune
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Incanta armi, armature e oggetti con rune magiche per potenziare le loro abilità."
PROFESSION.RUNESMITH.VERB,,Enchanting,Sta incantando
PROFESSION.SKILL_LEVEL.1,,Neophyte,Neofita
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,Un principiante assoluto con poca o nessuna esperienza.
PROFESSION.SKILL_LEVEL.2,,Novice,Principiante
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,Capiscono solo le basi del loro mestiere.
PROFESSION.SKILL_LEVEL.3,,Apprentice,Apprendista
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.","Anche se stanno diventando abili, c'è ancora molta esperienza da accumulare."
PROFESSION.SKILL_LEVEL.4,,Journeyman,Artigiano
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.","Non più apprendista, ha una discreta abilità nel mestiere che gli è stato affidato."
PROFESSION.SKILL_LEVEL.5,,Adept,Adepto
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,"Sono ben qualificati, ma hanno ancora altre vette da raggiungere."
PROFESSION.SKILL_LEVEL.6,,Skilled,Abile
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.","Molto abili nel loro mestiere, sono ora più che competenti."
PROFESSION.SKILL_LEVEL.7,,Expert,Esperto
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,C'è poco che l'esperto non conosca del proprio settore.
PROFESSION.SKILL_LEVEL.8,,Master,Maestro
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.","Al di là di un esperto, è un vero e proprio maestro del suo mestiere."
PROFESSION.SKILL_LEVEL.9,,Grandmaster,Gran Maestro
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,Nessuno è più abile di un gran maestro nel suo mestiere.
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Tagliapietre
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Tagliapietre
PROFESSION.STONEMASON.PLURAL,,Stonemasons,Muratori
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Artigianato mobili e oggetti in pietra.
PROFESSION.STONEMASON.VERB,,Sculpting,Sta lavorando
PROFESSION.VILLAGER.FEMALE_NOUN,,Hauler,Abitante del villaggio
PROFESSION.VILLAGER.MALE_NOUN,,Hauler,Abitante del villaggio
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,Questo colono non ha alcuna professione specifica e svolgerà compiti banali come il trasporto di oggetti.
PROFESSION.VILLAGER.VERB,,Working,Sta lavorando
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,Tessitrici
PROFESSION.WEAVER.MALE_NOUN,,Weaver,Tessitori
PROFESSION.WEAVER.PLURAL,,Weavers,Tessitori
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,Trasforma i materiali in abiti e altri tessuti.
PROFESSION.WEAVER.VERB,,Weaving,Tessitura
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Taglialegna
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Taglialegna
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,Taglialegna
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,Taglia gli alberi come legname che può essere utilizzato in un {{ROOMS.SEWMILL}}.
PROFESSION.WOODCUTTER.VERB,,Chopping,Sta tagliando

QUOTA.FIXED_AMOUNT,,in total,in totale
QUOTA.PER_SETTLER,,per settler,per colono

RACE.BOAR.NOUN,,Wild boar,Cinghiale selvatico
RACE.CARP.NOUN,,Carp,Carpa
RACE.DEER.FEMALE_NOUN,,Doe,Cerva
RACE.DEER.MALE_NOUN,,Stag,Cervo
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,Un cervo è un erbivoro non minaccioso che fugge a qualsiasi segno di pericolo
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,nana
RACE.DWARF.FEMALE_NOUN,,Dwarf,Nana
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Nane
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,nano
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Nano
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Nani
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,I nani sono umanoidi corti e tozzosi. Sono maestri nel lavorare con la pietra e il metallo. La maggior parte dei nani diffidano del cielo e preferiscono rimanere sottoterra.
RACE.ELEPHANT.NOUN,,Elephant,Elefante
RACE.FOX.FEMALE_NOUN,,Vixen,Volpe
RACE.FOX.MALE_NOUN,,Fox,Volpe
RACE.FUNGOLEM,,Fungolem,Fungolem
RACE.HORSE.NOUN,,Horse,Cavallo
RACE.ORC.MALE_ADJECTIVE,,Orcish,Orchesco
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,Orco
RACE.PERCH.NOUN,,Perch,Persico
RACE.PIKE.NOUN,,Pike,Luccio
RACE.SPIDER,,Spider,Raggno
RACE.UNDEAD_DWARF,,Undead dwarf,Gnomo non morto
RACE.WURM,,Wurm,Wurm

RESOURCE.BONE.LARGE.NOUN,,Large Bone,Osso grande
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,Ossa grandi
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,Osso medio
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,Ossa medie
RESOURCE.BONE.SMALL.NOUN,,Small Bone,Osso piccolo
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,Ossa piccole
RESOURCE.FLOUR.SACK.NOUN,,Flour,Farina
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Farina
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,Grano che è stato macinato in una polvere fine pronto per essere utilizzato come ingrediente nella produzione di alimenti.
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Gemma grezza
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Gemme grezze
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,Un pezzo di roccia contenente gemme pronte per essere tagliate e lucidate.
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),Grano (sacco)
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),Grano (sacco)
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,Fascio di canapa
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,Fasci di canapa
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,Fascio di fibre di canapa
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,Fasci di fibre di canapa
RESOURCE.LOGS.NOUN,,Log,Tronco
RESOURCE.LOGS.PLURAL,,Logs,Tronchi
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.","Sezioni di un albero che sono più comunemente preparate in {{RESOURCE.PLANKS.PLURAL}}, ma hanno anche altri usi."
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Fioritura
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Fiorisce
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,Un pezzo di metallo mescolato con scorie che deve essere martellato in una forma utilizzabile.
RESOURCE.METAL.INGOT.NOUN,,Ingot,Lingotto
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Lingotti
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Raffinati blocchi di metallo, pronti per essere utilizzati come ingrediente artigianale."
RESOURCE.METAL.PLATE.NOUN,,Plate,Piastra
RESOURCE.METAL.PLATE.PLURAL,,Plates,Piastre
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.",Piastre grandi e piane utilizzate in alcuni dei macchinari più grandi.
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Log di funghi
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Tronchi di funghi
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,Un registro che è stato infuso con {{INDIENT.MUSHROOM.SPAWN.NOUN}}. Il corpo del tronco stesso è dove i funghi attingono sostanze nutritive. Richiede il bagnamento in un {{FURNITURE.MUSHROOM_SHOCK_TANK}} dopo essere diventato completamente innoculato.
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Tronco di fungo
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Tronchi di funghi
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,Sezioni di un fungo gigante che possono essere utilizzate allo stesso modo del legno {{RESOURCE.LOGS.PLURAL}}.
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Minerale tritato
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Minerale tritato
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","Una sabbia metallica creata dalla demolizione del minerale di metallo grezzo, pronta per l'uso in un {{FURNITURE.BLOOMERY_FURNCE}}."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Minerale grezzo
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Minerali grezzi
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,Pietra che contiene minerali metallici che possono essere trasformati in metallo utilizzabile.
RESOURCE.PLANKS.NOUN,,Plank,Asse
RESOURCE.PLANKS.PLURAL,,Planks,Assi
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,Sezioni di legno di dimensioni fisse in modo che possano essere facilmente utilizzate in costruzioni e artigianato.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Tronco di funghi
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Tronchi di funghi
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,Questo tronco infuso di funghi è stato Â«scioccatoÂ» in acqua per incoraggiare i funghi a svilupparsi e dovrebbe produrre presto un raccolto.
RESOURCE.STONE.BLOCK.NOUN,,Block,Blocco
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Blocchi
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,Pietra che è stata modellata in un cubo in modo che possa essere facilmente utilizzata nella costruzione o nella lavorazione.
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Blocco di pietra grezza
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Blocchi di pietra grezza
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,Un enorme pezzo di pietra che deve essere cesellato in una forma più utile da un {{PROFESSION.STONEMASON}}.
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),Frumento (sacco)
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),Frumento (sacco)
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,I sacchi di grano vengono raccolti da appezzamenti agricoli seminati con semi di grano.

ROOMS.ARMOURY,,Armoury,Armeria
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,Qui si creano armi e armature
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,Laboratorio artigianale
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,Qui si producono oggetti complicati.
ROOMS.BAKERY,,Bakery,Panificio
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,Dove si crea l'impasto per il pane e poi lo si cuoce.
ROOMS.BARRACKS,,Barracks,Caserma
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,Un luogo dove i membri dell'esercito possono dormire e allenarsi.
ROOMS.BEDROOM,,Bedroom,Camera da letto
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,"Un posto dove dormire i tuoi Settler. Preferiscono avere camere singole di almeno 9 piastrelle di dimensioni, e preferibilmente di almeno 13 piastrelle di dimensioni."
ROOMS.BREWERY,,Brewery,Birreria
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,Produce birra per il piacere dei tuoi coloni! Altre bevande alcoliche saranno implementate in futuro.
ROOMS.BRIDGE,,Bridge,Ponte
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,Posizionato attraverso il fiume per consentire l'accesso all'altro lato.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Falegnameria
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,Questo laboratorio produce la maggior parte degli utensili e degli oggetti in legno.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allocato}} di {{total}} spazi attualmente in uso
ROOMS.FARM,,Farm plot,Campo da coltivare
ROOMS.FARM.PLURAL,,Farm plots,Parcelle agricole
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,Coltiva colture utilizzando {{INGREDIENT.SEEDS.PLURAL}}. Deve essere inserito su {{MATERIAL_TYPE.EARTH.NOUN}}.
ROOMS.FEASTING_HALL,,Feasting hall,Sala delle feste
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!","Un posto dove i coloni si riuniscono per mangiare, bere ed essere allegri!"
ROOMS.FUEL_REFINERY,,Fuel refinery,Raffineria di carburante
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,Produce carburante da {{RESOURCE.LOGS.PLURAL}} o {{ORE.BITUMINOUS_COAL.NOUN}}.
ROOMS.GRAVEYARD,,Graveyard,Cimitero
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,I coloni defunti sono messi a riposo qui.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},{{roomName}} #{{number}}
ROOMS.KITCHEN,,Kitchen,Cucina
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,La maggior parte del cibo viene preparata qui prima di essere servita in un {{ROOMS.FEASTING_HALL}}.
ROOMS.LEATHER_WORKSHOP,,Leatherworks,Pelletteria
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,Realizzare oggetti in pelle di animale.
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Cantiere
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Questo laboratorio produce la maggior parte degli articoli in pietra.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Fattoria di funghi
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,I funghi possono essere coltivati utilizzando {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} e legno {{RESOURCE.LOGS.PLURAL}}.
ROOMS.SAWMILL,,Sawmill,Segheria
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,Il legno {{RESOURCE.LOGS.PLURAL}} è raffinato in {{RESOURCE.PLANKS.PLURAL}} qui.
ROOMS.SMELTERY,,Smeltery,Fonderia
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,Il minerale metallico viene raffinato in lingotti utilizzabili.
ROOMS.SMITHY,,Smithy,Fucina
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,Utilizzato per la realizzazione di strumenti metallici.
ROOMS.STOCKPILE,,Stockpile,Magazzino
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,Quest'area memorizza diversi tipi di oggetti a seconda delle impostazioni.
