KEY,NOTES,ENGLISH,TURKISH
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Siyah-mavi renge sahip ve ağızda metalik tad bırakan bir mantar türü. İsmini Karanlık Çağındaki bir grup ozandan alır.
VEGETABLE.FOR_BEER.USAGE,,used in the brewing of {{LIQUID.BEER}},
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Parıltı Mantarı
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Parıltı Mantarı
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,Büyü aşılanmış bir mantar türüdür. Sürekli olarak ışık verir ve mevsimlere göre renk değiştirir.
VEGETABLE.HEMP,,Hemp,
VEGETABLE.HEMP.PLURAL,,Hemp,
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,
VEGETABLE.HEMP.USAGE,,a material required to produce {{PRODUCT.LINEN}} in a {{ROOMS.TEXTILE_WORKSHOP}},
VEGETABLE.HEMP_FIBRE,,Hemp fibre,
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre,
VEGETABLE.HOPS,,Hops,Şerbetciotu
VEGETABLE.HOPS.PLURAL,,Hops,Şerbetciotu
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Biranın tadlandırılmasında kullanılan bir çiçek. {{SEASON.SPRING}} mevsiminde dikilmesi gerekir.
VEGETABLE.INGREDIENT.USAGE,,"used in the cooking of soup, or can be eaten raw",
VEGETABLE.LOQUAT,,Loquat,Yenidünya
VEGETABLE.LOQUAT.PLURAL,,Loquats,Yenidünya
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Orkide mantarı
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Orkide mantarı
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Bir zamanlar sadece Hudds bölgesinde olduğu düşünülen, ancak her yerde bulunan bir çiçek."
VEGETABLE.POTATO,,Potato,Patates
VEGETABLE.POTATO.PLURAL,,Potatoes,Patates
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Nişastalı bir kök bitkisi olması ve  {{SEASON.WINTER}} mevsiminde hayatta kalabilmesi onu bir çok yerleşke için vazgeçilmez kılar. {{SEASON.SPRING}}, {{SEASON.SUMMER}} ve {{SEASON.AUTUMN}} mevsimlerinde dikilebilir."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Pembe Kasket Mantarı
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Pembe Kasket
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Şişman Şapka, Tombul Eşarp, Kabarık Kasket gibi bir çok isim ile bilinen efsanevi mantar. Efsaneye göre eskiden bir çok cüce topluluğu sadece ve sadece bu mantarın evcilleştirilmiş bir türünü yiyerek hayatta kalabiliyorlarmış."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Rociomycota Mantarı
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Rociomycota Mantarı
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Tükentenlerin dış görünüşlerini etkilediği bilinen, siyah ve beyaz noktalara sahip bir mantar türü."
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Gün parıltısı mantarı
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Gün parıltısı mantarı
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Parlak sarı renge sahip ve gün ışığında parlayan bir mantar türü. Hasat edildiği anda parıltısını kaybeder.
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Şurup tozu mantarı
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Şurup tozu mantarı
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.",Sarı-turuncu arası bir renge sahip yuvarlak şekle sahip olan bu mantarın iç kısmı beyazdır. Uzun zaman önce büyücüler tarafından kullandığı anlatılır ancak nasıl ve ne amaç ile kullanıldıkları hakkında kimsenin bir fikri yok.
VEGETABLE.TAMARILLO,,Tamarillo,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Tamarillos
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Dağ Çileği
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Dağ Çileği
VEGETABLE.TOMATO,,Tomato,Domates
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Domates
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Büyük kırmızı meyvelere sahip bir bitki. Sadece {{SEASON.SPRING}} mevsiminde dikilebilir.
VEGETABLE.WHEAT,,Wheat,Buğday
VEGETABLE.WHEAT.PLURAL,,Wheat,Buğday
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.",Genellikle ekmek üretiminde kullanılan bir tahıl tanesi. {{SEASON.WINTER}} mevsiminde hayatta kalabilir ancak hasata hazır olması uzun sürer bu yüzden  {{SEASON.SPRING}} veya {{SEASON.AUTUMN}} dikilmesi gerekir.
VEGETABLE.WHEAT.USAGE,,used to bake bread,

VEHICLE.DESCRIPTION,E.g. “Wagon”,{{materialType.adjective}} {{vehicleType.noun}},

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}} aus {{materialType}}
WALL.GEMS.NOUN,,Gems,Kıymetli taş
WALL.ORE.NOUN,,Ore,Cevher
WALL.ROUGH_STONE.NOUN,,Rock wall,Taş duvar
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Pürüssüz taş duvar
WALL.WOODEN.NOUN,,Wood wall,Tahta duvar

WEAPON.BATTLE.AXE,,Battle axe,
WEAPON.BATTLE.HAMMER,,Battle hammer,
WEAPON.BONE.ARROW.HEADS.NOUN,,Bone arrow head,
WEAPON.BONE.ARROW.HEADS.PLURAL,,Bone arrow heads,
WEAPON.BONE.ARROWS.NOUN,,Arrow,
WEAPON.BONE.ARROWS.PLURAL,,Arrows,
WEAPON.BOW,,Bow,
WEAPON.CROSSBOW,,Crossbow,
WEAPON.METAL.ARROW.HEADS.NOUN,,Arrow head,
WEAPON.METAL.ARROW.HEADS.PLURAL,,Arrow heads,
WEAPON.METAL.ARROWS.NOUN,,Arrow,
WEAPON.METAL.ARROWS.PLURAL,,Arrows,
WEAPON.METAL.BOLTS.NOUN,,Bolt,
WEAPON.METAL.BOLTS.PLURAL,,Bolts,
WEAPON.METAL.SHIELD,,Shield,
WEAPON.NONE,Used to select no weapon from the selection list,None,
WEAPON.NO_ARMOUR,,Unarmoured,
WEAPON.NO_SHIELD,,Unshielded,
WEAPON.SWORD,,Sword,
WEAPON.UNARMED,,Unarmed,
WEAPON.WOODEN.SHIELD,,Shield,

WEATHER.TYPE.CLOUDY,,Cloudy & grey,
WEATHER.TYPE.COLD_WINDS,,Cold winds,
WEATHER.TYPE.PERFECT,,Perfect weather,
WEATHER.TYPE.RAIN,,Pouring rain,
WEATHER.TYPE.SNOW,,Snow flurries,
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm,

WOOD.ASPEN.ADJECTIVE,,Aspen,Kavak
WOOD.ASPEN.NOUN,,Aspen,Kavak
WOOD.BAOBAB.ADJECTIVE,,Baobab,Baobab Ağacı
WOOD.BAOBAB.NOUN,,Baobab,Baobab Ağacı
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Mantar kalası
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Mantar kalası
WOOD.BEECH.ADJECTIVE,,Beech,Kayın Ağacı
WOOD.BEECH.NOUN,,Beech,Kayın Ağacı
WOOD.BIRCH.ADJECTIVE,,Birch,Huş Ağacı
WOOD.BIRCH.NOUN,,Birch,Huş Ağacı
WOOD.EBONY.ADJECTIVE,,Ebony,Ebenholz
WOOD.EBONY.NOUN,,Ebony,Abanoz
WOOD.FIR.ADJECTIVE,,Fir,Göknar
WOOD.FIR.NOUN,,Fir,Göknar
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Mantar dalı
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Mantar dalı
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,Demir Ağacı
WOOD.IRONWOOD.NOUN,,Ironwood,Demir ağacı
WOOD.MAPLE.ADJECTIVE,,Maple,Akçaağaç
WOOD.MAPLE.NOUN,,Maple,Akçaağaç
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,"Nuytsia  "
WOOD.NUYTSIA.NOUN,,Nuytsia,Nuytsia
WOOD.OAK.ADJECTIVE,,Oaken,Meşe
WOOD.OAK.NOUN,,Oak,Meşe
WOOD.PECAN.ADJECTIVE,,Pecan,Ceviz ağacı
WOOD.PECAN.NOUN,,Pecan,Ceviz ağacı
WOOD.PINE.ADJECTIVE,,Pine,Çam
WOOD.PINE.NOUN,,Pine,Çam
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Boylu Mazı
WOOD.RED_CEDAR.NOUN,,Red cedar,Boylu Mazı
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,"Japon akçaağacı "
WOOD.RED_EMPEROR.NOUN,,Red emperor,"Japon akçaağacı "
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Gülağacı
WOOD.ROSEWOOD.NOUN,,Rosewood,Gülağacı
WOOD.SPRUCE.ADJECTIVE,,Spruce,"Ladin "
WOOD.SPRUCE.NOUN,,Spruce,"Ladin "
WOOD.STAR_PINE.ADJECTIVE,,Star pine,"Salon Çamı "
WOOD.STAR_PINE.NOUN,,Star pine,"Salon Çamı "
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,"Dağ akçaağacı "
WOOD.SYCAMORE.NOUN,,Sycamore,Dağ akçaağacı
