KEY,NOTES,ENGLISH,SWEDISH
WOOD.OAK.ADJECTIVE,,Oaken,Ek-
WOOD.OAK.NOUN,,Oak,Ek
WOOD.PECAN.ADJECTIVE,,Pecan,Pekan
WOOD.PECAN.NOUN,,Pecan,Pekan
WOOD.PINE.ADJECTIVE,,Pine,Tall-
WOOD.PINE.NOUN,,Pine,Tall
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Röd ceder
WOOD.RED_CEDAR.NOUN,,Red cedar,Röd ceder
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,Röd kejsare
WOOD.RED_EMPEROR.NOUN,,Red emperor,Röd kejsare
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Rosenträ
WOOD.ROSEWOOD.NOUN,,Rosewood,Rosenträ
WOOD.SPRUCE.ADJECTIVE,,Spruce,Gran
WOOD.SPRUCE.NOUN,,Spruce,Gran
WOOD.STAR_PINE.ADJECTIVE,,Star pine,Stjärna tall
WOOD.STAR_PINE.NOUN,,Star pine,Stjärna tall
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,Sycamore
WOOD.SYCAMORE.NOUN,,Sycamore,Sycamore
