KEY,NOTES,ENGLISH,RUSSIAN
PROFESSION.CARPENTER.VERB,,Crafting,Изготовление
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Повар
PROFESSION.CHEF.MALE_NOUN,,Chef,Повар
PROFESSION.CHEF.PLURAL,,Chefs,
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,"Готовит все продукты питания, которые будут потребляться вашими поселенцами."
PROFESSION.CHEF.VERB,,Cooking,Приготовление еды
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Фермер
PROFESSION.FARMER.MALE_NOUN,,Farmer,Фермер
PROFESSION.FARMER.PLURAL,,Farmers,Фермеры
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Сажает, ухаживает и собирает урожай."
PROFESSION.FARMER.VERB,,Farming,Выращивание
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Рыболов
PROFESSION.FISHER.MALE_NOUN,,Fisher,Рыболов
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Ловит рыбу из водоемов для использования в качестве пищи и ресурсов.
PROFESSION.FISHER.VERB,,Fishing,Рыбалка
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Охотница
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Охотник
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Выслеживает и убивает диких животных ради их мяса и шкур.
PROFESSION.HUNTER.VERB,,Hunting,Охота
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Мэр
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Мэр
PROFESSION.MAYOR.VERB,,Governing,Управляющий
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Торговец
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Торговец
PROFESSION.MERCHANT.VERB,,Trading,Торговля
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Измельчение
PROFESSION.MINER.FEMALE_NOUN,,Miner,Шахтер
PROFESSION.MINER.MALE_NOUN,,Miner,Шахтер
PROFESSION.MINER.PLURAL,,Miners,
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,Выкапывает новые участки с помощью {{TOOL.PICKAXE}}.
PROFESSION.MINER.VERB,,Mining,Копание
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Аристократка
PROFESSION.NOBLE.MALE_NOUN,,Noble,Аристократ
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","Дворяне выполняют работу так же, как обычные поселенцы, но приносят славу и престиж вашему поселению."
PROFESSION.NOBLE.VERB,,Reigning,Царствование
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Мастер рун
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Мастер рун
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Зачаровывает оружие, доспехи и предметы магическими рунами, чтобы повысить их характеристики."
PROFESSION.RUNESMITH.VERB,,Enchanting,Зачарование
PROFESSION.SKILL_LEVEL.1,,Neophyte,
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,
PROFESSION.SKILL_LEVEL.2,,Novice,
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,
PROFESSION.SKILL_LEVEL.3,,Apprentice,
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.",
PROFESSION.SKILL_LEVEL.4,,Journeyman,
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.",
PROFESSION.SKILL_LEVEL.5,,Adept,
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,
PROFESSION.SKILL_LEVEL.6,,Skilled,
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.",
PROFESSION.SKILL_LEVEL.7,,Expert,
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,
PROFESSION.SKILL_LEVEL.8,,Master,
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.",
PROFESSION.SKILL_LEVEL.9,,Grandmaster,
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Каменщица
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Каменщик
PROFESSION.STONEMASON.PLURAL,,Stonemasons,
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Создает мебель и предметы из камня.
PROFESSION.STONEMASON.VERB,,Sculpting,Высекание
PROFESSION.VILLAGER.FEMALE_NOUN,,Villager,Крестьянка
PROFESSION.VILLAGER.MALE_NOUN,,Villager,Крестьянин
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,"Этот поселенец не имеет какой-либо конкретной профессии и будет выполнять любые повседневные задачи, такие как транспортировка предметов."
PROFESSION.VILLAGER.VERB,,Working,Рабочий
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,
PROFESSION.WEAVER.MALE_NOUN,,Weaver,
PROFESSION.WEAVER.PLURAL,,Weavers,
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,
PROFESSION.WEAVER.VERB,,Weaving,
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Резчица по дереву
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Резчик по дереву
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,"Рубит деревья на пиломатериалы, которые могут быть использованы в {{ROOMS.SAWMILL}}."
PROFESSION.WOODCUTTER.VERB,,Chopping,Рубка

QUOTA.FIXED_AMOUNT,,in total,Всего
QUOTA.PER_SETTLER,,per settler,На поселенца

RACE.BOAR.NOUN,,Wild boar,Кабан
RACE.CARP.NOUN,,Carp,Карп
RACE.DEER.FEMALE_NOUN,,Doe,Лань
RACE.DEER.MALE_NOUN,,Stag,Олень
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,"Олень - неопасное травоядное животное, которое убегает при любом признаке опасности"
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,Гномий
RACE.DWARF.FEMALE_NOUN,,Dwarf,Гномиха
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Гномы
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,Гномий
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Гном
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Гномы
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,Гномы низкие и похожи на людей. Они мастера работы с камнем и металлом. Большинство гномов любят жить под открытым небом и предпочитают оставаться под землей.
RACE.ELEPHANT.NOUN,,Elephant,Слон
RACE.FOX.FEMALE_NOUN,,Vixen,Лисица
RACE.FOX.MALE_NOUN,,Fox,Лис
RACE.FUNGOLEM,,Fungolem,
RACE.HORSE.NOUN,,Horse,
RACE.ORC.MALE_ADJECTIVE,,Orcish,
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,
RACE.PERCH.NOUN,,Perch,Окунь
RACE.PIKE.NOUN,,Pike,Щука
RACE.SPIDER,,Spider,
RACE.UNDEAD_DWARF,,Undead dwarf,
RACE.WURM,,Wurm,

RESOURCE.BONE.LARGE.NOUN,,Large Bone,
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,
RESOURCE.BONE.SMALL.NOUN,,Small Bone,
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,
RESOURCE.FLOUR.SACK.NOUN,,Flour,Мука
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Мука
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,"Зерно, которое было измельчено в мелкий порошок, готовый к использованию в качестве ингредиента в производстве продуктов питания."
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Необработанный самоцвет
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Необработанные самоцветы
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,"Кусок породы, содержащий драгоценные камни, готовые к разрезанию и полировке."
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),Зерно (мешок)
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),Зерно (мешок)
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,Пучок пеньки
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,Пучок пеньки
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,Пучок волокон пеньки
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,Пучок волокон пеньки
RESOURCE.LOGS.NOUN,,Log,Бревно
RESOURCE.LOGS.PLURAL,,Logs,Бревна
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.","Отрезки дерева, которые чаще всего подготавливаются в {{RESOURCE.PLANKS.PLURAL}}, но имеют и другие виды применения."
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Цветение
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Цветет
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,"Кусок металла, смешанного со шлаком, который необходимо перековать в пригодную для использования форму."
RESOURCE.METAL.INGOT.NOUN,,Ingot,Слиток
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Слитки
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Обработанные металлические блоки, готовые к использованию в производстве и строительстве."
RESOURCE.METAL.PLATE.NOUN,,Plate,Пластина
RESOURCE.METAL.PLATE.PLURAL,,Plates,Пластины
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.","Большие плоские пластины, которые используются в некоторых крупных машинах."
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Грибное бревно
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Грибные бревна
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,"Бревно, которое было использовано с {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. Тело самого бревна — это место, откуда грибы черпают питательные вещества. Оно требует обливания в {{FURNITURE.MUSHROOM_SHOCK_TANK}} после того, как он станет полностью покрытым спорами."
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Грибное бревно
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Грибные бревна
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,"Куски гигантского гриба, которые можно использовать так же, как дерево {{RESOURCE.LOGS.PLURAL}}."
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Дробленая руда
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Дробленые руды
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","Металлический песок, созданный путем разрушения необработанной металлической руды, готовый к использованию в {{FURNITURE.BLOOMERY_FURNACE}}."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Руда
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Руды
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,"Камень, содержащий металлические руды, которые могут быть переработаны в пригодный для использования металл."
RESOURCE.PLANKS.NOUN,,Plank,Доска
RESOURCE.PLANKS.PLURAL,,Planks,Доски
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,"Отрезки дерева фиксированного размера, поэтому они могут быть легко использованы в строительстве или производстве."
