KEY,NOTES,ENGLISH,POLISH
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Rociomycota grzyb
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Grzyby Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Biały i czarny grzyb cętkowany. Wiadomo, że wpływa na wygląd tych, którzy go spożywają."
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Sunglow grzyb
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Grzyby Sunglow
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,"Jasnożółty grzyb, który świeci wraz z pojawieniem się światła słonecznego. Traci ten blask w momencie, gdy jest zbierany."
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Syrop w proszku grzyb
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Syrop w proszku grzyby
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Okrągły pomarańczowy/żółty grzyb z białym spodem. Mówi się, że były używane przez magów dawno temu, ale w jakim celu nikt nie wie."
VEGETABLE.TAMARILLO,,Tamarillo,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Tamarylosy
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Thimbleberry
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Thimbleberries
VEGETABLE.TOMATO,,Tomato,Pomidor
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Pomidory
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,"Roślina, która rośnie duże czerwone jagody często używane jako warzywo. Można sadzić tylko w {{SEASON.SPRING}}."
VEGETABLE.WHEAT,,Wheat,Pszenica
VEGETABLE.WHEAT.PLURAL,,Wheat,Pszenica
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Ziarno zbóż powszechnie używane do produkcji chleba. Może przetrwać {{SEASON.WINTER}}, ale zajmuje trochę czasu, aby rosnąć, więc jest albo sadzone w {{SEASON.SPRING}} lub {{SEASON.AUTUMN}}."
VEGETABLE.WHEAT.USAGE,,used to bake bread,

VEHICLE.DESCRIPTION,E.g. “Wagon”,{{materialType.adjective}} {{vehicleType.noun}},

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}}: {{materialType.adjective}}
WALL.GEMS.NOUN,,Gems,Klejnoty
WALL.ORE.NOUN,,Ore,Ruda
WALL.ROUGH_STONE.NOUN,,Rock wall,Skalna ściana
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Gładka skalna ściana
WALL.WOODEN.NOUN,,Wood wall,Drewniana ściana

WEAPON.BATTLE.AXE,,Battle axe,
WEAPON.BATTLE.HAMMER,,Battle hammer,
WEAPON.BONE.ARROW.HEADS.NOUN,,Bone arrow head,
WEAPON.BONE.ARROW.HEADS.PLURAL,,Bone arrow heads,
WEAPON.BONE.ARROWS.NOUN,,Arrow,
WEAPON.BONE.ARROWS.PLURAL,,Arrows,
WEAPON.BOW,,Bow,
WEAPON.CROSSBOW,,Crossbow,
WEAPON.METAL.ARROW.HEADS.NOUN,,Arrow head,
WEAPON.METAL.ARROW.HEADS.PLURAL,,Arrow heads,
WEAPON.METAL.ARROWS.NOUN,,Arrow,
WEAPON.METAL.ARROWS.PLURAL,,Arrows,
WEAPON.METAL.BOLTS.NOUN,,Bolt,
WEAPON.METAL.BOLTS.PLURAL,,Bolts,
WEAPON.METAL.SHIELD,,Shield,
WEAPON.NONE,Used to select no weapon from the selection list,None,
WEAPON.NO_ARMOUR,,Unarmoured,
WEAPON.NO_SHIELD,,Unshielded,
WEAPON.SWORD,,Sword,
WEAPON.UNARMED,,Unarmed,
WEAPON.WOODEN.SHIELD,,Shield,

WEATHER.TYPE.CLOUDY,,Cloudy & grey,
WEATHER.TYPE.COLD_WINDS,,Cold winds,
WEATHER.TYPE.PERFECT,,Perfect weather,
WEATHER.TYPE.RAIN,,Pouring rain,
WEATHER.TYPE.SNOW,,Snow flurries,
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm,

WOOD.ASPEN.ADJECTIVE,,Aspen,Aspen
WOOD.ASPEN.NOUN,,Aspen,Aspen
WOOD.BAOBAB.ADJECTIVE,,Baobab,Baobab
WOOD.BAOBAB.NOUN,,Baobab,Baobab
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BEECH.ADJECTIVE,,Beech,Bukowe
WOOD.BEECH.NOUN,,Beech,Buk
WOOD.BIRCH.ADJECTIVE,,Birch,Brzozowe
WOOD.BIRCH.NOUN,,Birch,Brzoza
WOOD.EBONY.ADJECTIVE,,Ebony,Heban
WOOD.EBONY.NOUN,,Ebony,Heban
WOOD.FIR.ADJECTIVE,,Fir,Jodłowe
WOOD.FIR.NOUN,,Fir,Jodła
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Drewno grzybowe
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Drewno grzybowe
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,Ironwood
WOOD.IRONWOOD.NOUN,,Ironwood,Ironwood
WOOD.MAPLE.ADJECTIVE,,Maple,Klonowe
WOOD.MAPLE.NOUN,,Maple,Klon
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,Nuytsia
WOOD.NUYTSIA.NOUN,,Nuytsia,Nuytsia
WOOD.OAK.ADJECTIVE,,Oaken,Dębowe
WOOD.OAK.NOUN,,Oak,Dąb
WOOD.PECAN.ADJECTIVE,,Pecan,Pecan
WOOD.PECAN.NOUN,,Pecan,Pecan
WOOD.PINE.ADJECTIVE,,Pine,Sosnowe
WOOD.PINE.NOUN,,Pine,Sosna
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Cedr czerwony
WOOD.RED_CEDAR.NOUN,,Red cedar,Cedr czerwony
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,Cesarz czerwony
WOOD.RED_EMPEROR.NOUN,,Red emperor,Cesarz czerwony
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Palisander
WOOD.ROSEWOOD.NOUN,,Rosewood,Palisander
WOOD.SPRUCE.ADJECTIVE,,Spruce,Świerk
WOOD.SPRUCE.NOUN,,Spruce,Świerk
WOOD.STAR_PINE.ADJECTIVE,,Star pine,Sosna gwiazda
WOOD.STAR_PINE.NOUN,,Star pine,Sosna gwiazda
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,jawor
WOOD.SYCAMORE.NOUN,,Sycamore,jawor
